 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_i3-12_SURF4_3_BOTH.tif:cell body:1,81.045,27.188,18.325,5.000,3.000,89.000,0.000,0.000,2203.423,27.000,42630.000,0,0.000
2,MAX_i3-12_SURF4_3_BOTH.tif:nucleus:1,34.992,41.586,12.167,33.000,10.000,89.000,0.000,0.000,1455.200,40.000,28154.000,0,0.000
3,MAX_i3-12_SURF4_3_BOTH.tif:cytoplasm:1,46.053,16.247,14.186,5.000,3.000,82.000,0.000,0.000,748.223,10.000,14476.000,0,0.000
4,MAX_i3-12_SURF4_3_BOTH.tif:dendrite 1:1,4.548,10.418,3.242,7.615,4.972,22.103,0.000,0.000,47.387,9.734,916.805,0,19.931
5,MAX_i3-12_SURF4_3_BOTH.tif:dendrite 1 background:1,4.548,4.036,0.727,3.995,3.000,7.141,0.000,0.000,18.356,4.000,355.145,0,19.931
6,MAX_i3-12_SURF4_3_BOTH.tif:dendrite 2:1,0.000,4.000,0.000,4.000,4.000,4.000,41.718,56.344,0.207,4.000,4.000,1,0.000
7,MAX_i3-12_SURF4_3_BOTH.tif:dendrite 2 background:1,0.000,4.000,0.000,4.000,4.000,4.000,43.992,58.618,0.207,4.000,4.000,1,0.000
8,MAX_i3-12_SURF4_3_BOTH.tif:dendrite 3:1,0.000,4.000,0.000,4.000,4.000,4.000,41.718,56.344,0.207,4.000,4.000,1,0.000
9,MAX_i3-12_SURF4_3_BOTH.tif:dendrite 3 background:1,0.000,4.000,0.000,4.000,4.000,4.000,43.992,58.618,0.207,4.000,4.000,1,0.000
10,MAX_i3-12_SURF4_3_BOTH.tif:AIS:1,4.393,29.145,7.912,34.926,14.498,45.170,0.000,0.000,128.044,30.017,2477.290,0,19.287
11,MAX_i3-12_SURF4_3_BOTH.tif:AIS background:1,4.393,4.209,0.690,3.948,3.006,6.286,0.000,0.000,18.492,4.156,357.766,0,19.287
12,MAX_i3-12_SURF4_3_BOTH.tif:axon:1,20.933,23.096,7.914,26.639,7.230,58.189,0.000,0.000,483.482,21.888,9354.005,0,91.887
13,MAX_i3-12_SURF4_3_BOTH.tif:axon background:1,20.933,4.252,1.262,4.006,3.000,18.614,0.000,0.000,89.001,4.041,1721.919,0,91.887
14,MAX_i3-12_SURF4_3_BOTH.tif:growth cone:1,32.925,19.058,9.039,18.000,4.000,100.000,0.000,0.000,627.482,18.000,12140.000,0,0.000
15,MAX_i3-12_SURF4_3_BOTH.tif:growth cone background:1,32.925,3.887,0.933,4.000,3.000,9.000,0.000,0.000,127.977,4.000,2476.000,0,0.000
