 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_i3-11_SLC38A1_6_BOTH.tif:cell body:1,47.087,76.557,23.697,65.000,18.000,158.000,0.000,0.000,3604.816,72.000,69743.000,0,0.000
2,MAX_i3-11_SLC38A1_6_BOTH.tif:nucleus:1,36.646,75.525,21.214,65.000,14.000,158.000,0.000,0.000,2767.691,71.000,53547.000,0,0.000
3,MAX_i3-11_SLC38A1_6_BOTH.tif:cytoplasm:1,11.061,77.051,32.488,96.000,18.000,144.000,0.000,0.000,852.269,78.000,16489.000,0,0.000
4,MAX_i3-11_SLC38A1_6_BOTH.tif:dendrite 1:1,0.000,5.000,0.000,5.000,5.000,5.000,58.883,81.163,0.258,5.000,5.000,1,0.000
5,MAX_i3-11_SLC38A1_6_BOTH.tif:dendrite 1 background:1,0.000,8.000,0.000,8.000,8.000,8.000,61.157,83.437,0.413,8.000,8.000,1,0.000
6,MAX_i3-11_SLC38A1_6_BOTH.tif:dendrite 2:1,0.000,5.000,0.000,5.000,5.000,5.000,58.883,81.163,0.258,5.000,5.000,1,0.000
7,MAX_i3-11_SLC38A1_6_BOTH.tif:dendrite 2 background:1,0.000,8.000,0.000,8.000,8.000,8.000,61.157,83.437,0.413,8.000,8.000,1,0.000
8,MAX_i3-11_SLC38A1_6_BOTH.tif:dendrite 3:1,0.000,5.000,0.000,5.000,5.000,5.000,58.883,81.163,0.258,5.000,5.000,1,0.000
9,MAX_i3-11_SLC38A1_6_BOTH.tif:dendrite 3 background:1,0.000,8.000,0.000,8.000,8.000,8.000,61.157,83.437,0.413,8.000,8.000,1,0.000
10,MAX_i3-11_SLC38A1_6_BOTH.tif:AIS:1,3.360,40.333,9.976,43.453,21.409,62.155,0.000,0.000,135.505,40.545,2621.644,0,14.709
11,MAX_i3-11_SLC38A1_6_BOTH.tif:AIS background:1,3.360,8.140,1.911,5.894,5.077,14.373,0.000,0.000,27.349,7.808,529.117,0,14.709
12,MAX_i3-11_SLC38A1_6_BOTH.tif:axon:1,11.785,33.822,9.388,28.188,14.104,62.497,0.000,0.000,398.576,33.449,7711.316,0,51.750
13,MAX_i3-11_SLC38A1_6_BOTH.tif:axon background:1,11.785,7.906,1.956,8.009,4.217,20.531,0.000,0.000,93.167,7.738,1802.527,0,51.750
14,MAX_i3-11_SLC38A1_6_BOTH.tif:growth cone:1,24.241,13.759,5.336,13.000,4.000,37.000,0.000,0.000,333.537,13.000,6453.000,0,0.000
15,MAX_i3-11_SLC38A1_6_BOTH.tif:growth cone background:1,24.241,7.156,2.172,8.000,3.000,20.000,0.000,0.000,173.462,7.000,3356.000,0,0.000
