 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,SUM_5a274900-348e-4732-8f9a-a9b3867a00b4.tif:growth cone:1,16.178,77.045,30.802,70.203,26,210,1246.435,74,24115
2,SUM_5a274900-348e-4732-8f9a-a9b3867a00b4.tif:growth cone background:1,16.075,25.749,7.418,20.074,11,57,413.911,24,8008
