 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,SUM_b3735dc9-43a8-485d-a725-d07ff43c0f58.tif:growth cone:1,15.558,136.485,104.230,82.668,22,1024,2123.411,120,41082
2,SUM_b3735dc9-43a8-485d-a725-d07ff43c0f58.tif:growth cone background:1,15.558,3.877,5.432,0.086,0,44,60.319,2,1167
