 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,SUM_69c2802c-8ce9-434a-be26-507965e8bb7f.tif:growth cone:3,8.735,122.154,58.901,61.912,27,302,1067.029,114,20644
2,SUM_69c2802c-8ce9-434a-be26-507965e8bb7f.tif:growth cone background:3,8.735,0.787,1.114,0.010,0,5,6.874,0,133
