 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,SUM_b8803ce5-0f44-4e5b-820d-7ab68208e60b.tif:cell body:1,168.759,415.285,234.937,187.648,152.000,1556.000,0.000,0.000,70082.957,310.000,1355907.000,0,0.000
2,SUM_b8803ce5-0f44-4e5b-820d-7ab68208e60b.tif:nucleus:1,46.673,728.588,117.486,708.207,386.000,1556.000,0.000,0.000,34005.746,717.000,657915.000,0,0.000
3,SUM_b8803ce5-0f44-4e5b-820d-7ab68208e60b.tif:cytoplasm:1,122.085,295.509,138.339,185.732,152.000,1061.000,0.000,0.000,36077.211,241.000,697992.000,0,0.000
4,SUM_b8803ce5-0f44-4e5b-820d-7ab68208e60b.tif:dendrite 1:1,1.292,166.760,5.136,160.513,159.828,178.282,0.000,0.000,215.483,165.555,4168.988,0,5.467
5,SUM_b8803ce5-0f44-4e5b-820d-7ab68208e60b.tif:dendrite 1 background:1,1.292,150.452,1.867,149.833,147.722,156.372,0.000,0.000,194.411,149.998,3761.297,0,5.467
6,SUM_b8803ce5-0f44-4e5b-820d-7ab68208e60b.tif:dendrite 2:1,0.000,147.000,0.000,147.000,147.000,147.000,84.687,72.865,7.598,147.000,147.000,1,0.000
7,SUM_b8803ce5-0f44-4e5b-820d-7ab68208e60b.tif:dendrite 2 background:1,0.000,150.000,0.000,150.000,150.000,150.000,86.961,75.139,7.753,150.000,150.000,1,0.000
8,SUM_b8803ce5-0f44-4e5b-820d-7ab68208e60b.tif:dendrite 3:1,0.000,147.000,0.000,147.000,147.000,147.000,84.687,72.865,7.598,147.000,147.000,1,0.000
9,SUM_b8803ce5-0f44-4e5b-820d-7ab68208e60b.tif:dendrite 3 background:1,0.000,150.000,0.000,150.000,150.000,150.000,86.961,75.139,7.753,150.000,150.000,1,0.000
10,SUM_b8803ce5-0f44-4e5b-820d-7ab68208e60b.tif:AIS:1,3.153,212.565,15.022,192.242,181.553,244.455,0.000,0.000,670.198,215.077,12966.436,0,13.787
11,SUM_b8803ce5-0f44-4e5b-820d-7ab68208e60b.tif:AIS background:1,3.153,149.871,3.353,148.313,147.045,169.426,0.000,0.000,472.529,149.049,9142.109,0,13.787
12,SUM_b8803ce5-0f44-4e5b-820d-7ab68208e60b.tif:axon:1,10.544,204.422,18.550,202.489,167.470,276.134,0.000,0.000,2155.462,202.738,41702.090,0,46.283
13,SUM_b8803ce5-0f44-4e5b-820d-7ab68208e60b.tif:axon background:1,10.544,149.712,1.921,148.502,147.057,163.501,0.000,0.000,1578.591,149.382,30541.279,0,46.283
14,SUM_b8803ce5-0f44-4e5b-820d-7ab68208e60b.tif:growth cone:1,13.439,252.554,84.149,165.561,148.000,481.000,0.000,0.000,3393.984,225.000,65664.000,0,0.000
15,SUM_b8803ce5-0f44-4e5b-820d-7ab68208e60b.tif:growth cone background:1,13.439,150.219,4.012,147.965,147.000,185.000,0.000,0.000,2018.745,149.000,39057.000,0,0.000
