 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_CNC112_SLC38A1_Mut2_4_soma.tif:cell body:1,90.504,138.993,28.122,165.000,64.000,199.000,0.000,0.000,12579.461,143.000,243377.000,0,0.000
2,MAX_CNC112_SLC38A1_Mut2_4_soma.tif:nucleus:1,45.536,155.479,17.356,165.000,99.000,199.000,0.000,0.000,7079.950,157.000,136977.000,0,0.000
3,MAX_CNC112_SLC38A1_Mut2_4_soma.tif:cytoplasm:1,44.968,122.299,27.074,101.000,64.000,192.000,0.000,0.000,5499.512,120.000,106400.000,0,0.000
4,MAX_CNC112_SLC38A1_Mut2_4_soma.tif:dendrite 1:1,9.407,69.832,10.436,70.530,46.241,97.000,0.000,0.000,656.912,70.061,12709.389,0,41.217
5,MAX_CNC112_SLC38A1_Mut2_4_soma.tif:dendrite 1 background:1,9.407,38.880,21.071,14.225,10.352,96.565,0.000,0.000,365.744,37.463,7076.111,0,41.217
6,MAX_CNC112_SLC38A1_Mut2_4_soma.tif:dendrite 2:1,6.926,62.693,19.192,64.571,21.058,95.073,0.000,0.000,434.213,64.645,8400.803,0,30.455
7,MAX_CNC112_SLC38A1_Mut2_4_soma.tif:dendrite 2 background:1,6.926,49.499,22.517,39.815,12.442,113.270,0.000,0.000,342.835,46.470,6632.890,0,30.455
8,MAX_CNC112_SLC38A1_Mut2_4_soma.tif:dendrite 3:1,0.000,5.000,0.000,5.000,5.000,5.000,99.578,41.150,0.258,5.000,5.000,3,0.000
9,MAX_CNC112_SLC38A1_Mut2_4_soma.tif:dendrite 3 background:1,0.000,5.000,0.000,5.000,5.000,5.000,101.852,43.423,0.258,5.000,5.000,3,0.000
10,MAX_CNC112_SLC38A1_Mut2_4_soma.tif:AIS:1,8.425,100.324,23.455,93.373,59.350,181.168,0.000,0.000,845.226,97.250,16352.740,0,36.867
11,MAX_CNC112_SLC38A1_Mut2_4_soma.tif:AIS background:1,8.425,105.834,32.154,80.858,65.667,193.175,0.000,0.000,891.652,97.700,17250.952,0,36.867
