 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_CNC112_SLC38A1_WT_2_GC.tif:growth cone:1,2.171,60.905,22.020,62,22,116,132.216,62,2558
2,MAX_CNC112_SLC38A1_WT_2_GC.tif:growth cone background:1,2.171,12.333,4.426,9,7,25,26.774,11,518
