 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_CNC112_SLC38A1_GFP_5_GC.tif:growth cone:1,5.427,38.076,17.192,32,11,83,206.645,34,3998
2,MAX_CNC112_SLC38A1_GFP_5_GC.tif:growth cone background:1,5.427,13.657,5.927,11,7,40,74.119,12,1434
