 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,SUM_fd8dc942-eb4d-4ed8-9522-abc1b1479e54.tif:growth cone:1,3.101,112.717,6.549,111.020,100,126,349.560,112,6763
2,SUM_fd8dc942-eb4d-4ed8-9522-abc1b1479e54.tif:growth cone background:1,3.101,100.150,1.929,99.016,99,107,310.588,99,6009
