 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,SUM_c7bc148d-ebf0-4793-8709-ab969e21f7ee.tif:growth cone:1,2.791,110.926,22.720,112.992,81,221,309.606,108.000,5990
2,SUM_c7bc148d-ebf0-4793-8709-ab969e21f7ee.tif:growth cone background:1,2.791,85.296,7.406,82.025,75,108,238.071,82.500,4606
