 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,SUM_38c66783-be7f-480f-a642-c8fc3ca773a3.tif:growth cone:1,10.079,110.215,16.424,98.908,87,154,1110.860,106,21492
2,SUM_38c66783-be7f-480f-a642-c8fc3ca773a3.tif:growth cone background:1,10.079,89.221,4.195,87.047,84,108,899.253,88,17398
