 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen,Length
1,SUM_caffcef1-3677-459d-b706-5412f7025121.tif:cell body:1,201.942,267.182,41.880,296.941,174.000,408.000,53955.173,270.000,1043880.000,0.000
2,SUM_caffcef1-3677-459d-b706-5412f7025121.tif:nucleus:1,70.811,272.328,34.169,303.736,190.000,367.000,19283.904,277.000,373089.000,0.000
3,SUM_caffcef1-3677-459d-b706-5412f7025121.tif:cytoplasm:1,131.130,264.403,45.267,296.941,174.000,408.000,34671.269,264.000,670791.000,0.000
4,SUM_caffcef1-3677-459d-b706-5412f7025121.tif:dendrite 1:1,9.459,232.171,17.232,214.986,201.718,273.223,2196.044,230.680,42487.238,41.474
5,SUM_caffcef1-3677-459d-b706-5412f7025121.tif:dendrite 1 background:1,9.459,163.618,2.128,162.020,162.000,172.234,1547.619,162.694,29942.052,41.474
6,SUM_caffcef1-3677-459d-b706-5412f7025121.tif:dendrite 2:1,6.823,204.051,10.543,195.972,185.853,238.184,1392.178,202.052,26934.708,29.891
7,SUM_caffcef1-3677-459d-b706-5412f7025121.tif:dendrite 2 background:1,6.823,164.026,2.867,162.031,162.000,177.983,1119.101,162.822,21651.448,29.891
8,SUM_caffcef1-3677-459d-b706-5412f7025121.tif:dendrite 3:1,6.978,195.621,12.130,180.811,177.000,236.130,1364.998,193.843,26408.845,30.665
9,SUM_caffcef1-3677-459d-b706-5412f7025121.tif:dendrite 3 background:1,6.978,166.067,5.923,162.045,162.000,185.250,1158.779,163.511,22419.091,30.665
10,SUM_caffcef1-3677-459d-b706-5412f7025121.tif:AIS:1,5.375,173.274,7.417,172.783,162.654,197.000,931.429,172.324,18020.524,23.609
11,SUM_caffcef1-3677-459d-b706-5412f7025121.tif:AIS background:1,5.375,162.804,1.546,162.012,162.000,168.330,875.149,162.134,16931.663,23.609
