 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,SUM_b4980e36-fdeb-4e97-9413-c09427838077.tif:growth cone:1,2.326,256.444,79.324,195.906,138,410,596.470,242,11540
2,SUM_b4980e36-fdeb-4e97-9413-c09427838077.tif:growth cone background:1,2.326,109.556,7.996,103.973,97,127,254.818,109,4930
