 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,SUM_06da4ec5-4b99-41a6-9f4f-b94fe86de067.tif:growth cone:1,4.032,225.013,48.960,186.912,129,328,907.161,222,17551
2,SUM_06da4ec5-4b99-41a6-9f4f-b94fe86de067.tif:growth cone background:1,4.032,156.333,28.758,157.854,98,233,630.273,156,12194
