 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,SUM_4ee5ff27-e47e-4685-aa95-852938642e66.tif:growth cone:1,2.429,175.489,47.852,164.037,105,272,426.316,164,8248
2,SUM_4ee5ff27-e47e-4685-aa95-852938642e66.tif:growth cone background:1,2.429,103.830,10.053,90.977,89,133,252.233,105,4880
