 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,SUM_2474d194-1b86-4801-8364-ac978c44b5c8.tif:cell body:3,100.790,1059.778,401.817,951.488,263.000,2661.000,0.000,0.000,106814.941,992.500,2066567.000,0,0.000
2,SUM_2474d194-1b86-4801-8364-ac978c44b5c8.tif:nucleus:3,31.477,1058.924,217.885,924.275,637.000,1916.000,0.000,0.000,33332.262,1034.000,644885.000,0,0.000
3,SUM_2474d194-1b86-4801-8364-ac978c44b5c8.tif:cytoplasm:3,69.312,1060.166,461.838,951.488,263.000,2661.000,0.000,0.000,73482.679,963.000,1421682.000,0,0.000
4,SUM_2474d194-1b86-4801-8364-ac978c44b5c8.tif:dendrite 1:3,6.771,603.980,186.064,744.706,309.935,923.166,0.000,0.000,4089.559,563.232,79121.408,0,29.768
5,SUM_2474d194-1b86-4801-8364-ac978c44b5c8.tif:dendrite 1 background:3,6.771,117.076,6.803,113.833,109.614,165.001,0.000,0.000,792.727,115.065,15337.017,0,29.768
6,SUM_2474d194-1b86-4801-8364-ac978c44b5c8.tif:dendrite 2:3,9.200,624.129,97.827,593.967,430.935,955.919,0.000,0.000,5742.179,609.274,111094.917,0,40.460
7,SUM_2474d194-1b86-4801-8364-ac978c44b5c8.tif:dendrite 2 background:3,9.200,114.983,4.403,114.830,109.245,149.518,0.000,0.000,1057.884,114.123,20467.055,0,40.460
8,SUM_2474d194-1b86-4801-8364-ac978c44b5c8.tif:dendrite 3:3,0.000,114.000,0.000,114.000,114.000,114.000,16.824,50.926,5.892,114.000,114.000,3,0.000
9,SUM_2474d194-1b86-4801-8364-ac978c44b5c8.tif:dendrite 3 background:3,0.000,109.000,0.000,109.000,109.000,109.000,19.097,53.199,5.634,109.000,109.000,3,0.000
10,SUM_2474d194-1b86-4801-8364-ac978c44b5c8.tif:AIS:3,9.510,192.053,39.971,183.349,126.766,374.377,0.000,0.000,1826.510,188.238,35337.798,0,41.704
11,SUM_2474d194-1b86-4801-8364-ac978c44b5c8.tif:AIS background:3,9.510,136.003,62.497,110.829,108.789,456.930,0.000,0.000,1293.445,113.708,25024.508,0,41.704
