Gene symbol,06h [339],06h [340],06h [341],12h [342],12h [343],12h [344],24h [345],24h [346],24h [347],36h [348],36h [349],36h [350],Peripheral lesion [74],Peripheral lesion [75],Peripheral lesion [124],Sham operated [69],Sham operated [70],Sham operated [123],E12.5 [84],E12.5 [86],E12.5 [87],E17.5 [336],E17.5 [337],E17.5 [338]
Rpl10a,355.04,465.05,493.649,463.657,472.208,314.899,526.328,474.146,486.001,599.373,627.997,519.708,222.917,227.112,318.003,277.491,326.042,289.038,840.978,754.25,911.226,773.854,599.606,471.699
Rpl10l,0,0,0,0,0.487315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rpl11,121.251,181.402,200.986,272.74,212.957,87.4341,179.542,170.499,189.541,242.552,209.332,250.161,33.2827,36.7388,63.6006,66.9128,82.6071,46.4525,200.913,203.018,188.157,238.714,285.695,161.858
Rpl12,5.80843,17.0408,10.5782,11.6888,19.0053,5.46463,27.0543,21.5321,14.58,18.3262,17.0567,29.5394,0.774017,0,6.36006,3.93605,3.65518,2.86744,12.6257,16.704,14.4181,35.4137,35.2709,9.249
Rpl13,331.807,241.87,208.038,350.665,316.267,282.795,327.111,310.238,319.141,370.835,458.981,377.55,181.894,203.733,243.995,281.427,184.952,209.323,747.658,722.769,813.903,322.221,232.788,381.521
Rpl13a,446.523,483.19,409.023,451.968,454.665,381.841,459.922,429.764,422.821,495.885,482.24,459.706,277.872,257.171,352.694,331.612,394.029,333.77,1062.2,1051.07,1175.08,615.148,543.173,474.011
Rpl14,774.699,845.995,500.701,728.604,1040.9,900.981,897.71,986.083,814.052,1127.6,1319.57,1311.73,1007,833.302,1236.16,1298.9,1258.11,981.812,3074.62,2291.02,2722.86,1412.17,744.217,1558.46
Rpl15,1727.28,1515.53,1967.54,1616.96,1183.69,1342.25,1187.93,1008.93,1199.61,1130.83,953.626,972.952,1493.85,1327.61,1349.49,1485.86,1410.9,1324.76,2649.74,2473.48,2704.84,1647.83,2073.93,1711.07
Rpl17,94.387,95.6485,119.886,97.407,96.4883,76.5048,66.4059,99.7508,112.59,140.141,141.106,110.773,72.7576,73.4775,121.419,82.657,92.1106,75.127,244.279,225.504,233.574,162.203,98.7587,106.364
Rpl18,191.678,245.718,193.934,163.644,322.115,219.268,336.949,315.511,298.891,376.225,448.126,355.395,154.803,135.265,207.569,228.291,163.752,176.061,787.731,670.087,758.393,279.812,261.005,312.154
Rpl18a,403.686,435.366,313.82,444.176,491.213,316.948,474.679,474.586,453.601,576.735,550.467,562.171,220.595,182.024,246.886,324.724,356.746,243.159,995.78,807.574,883.11,654.497,430.306,480.948
Rpl19,230.159,309.483,292.663,362.354,391.314,224.05,351.705,373.516,398.521,444.14,480.689,458.783,181.894,126.916,237.635,215.499,251.477,209.897,500.086,454.863,531.308,533.391,356.237,316.778
Rpl21,287.517,243.519,260.929,327.287,294.825,203.557,302.516,282.554,307.801,371.913,410.912,283.393,151.707,138.605,176.347,168.266,219.311,151.401,453.426,420.17,427.497,504.973,317.439,339.901
Rpl22,1878.3,1711.23,1558.52,1367.59,1406.88,1504.14,1003.47,1049.8,1035.99,1149.16,1195.52,1025.57,1657.94,1693.32,1703.92,1851.91,1843.67,1723.33,2901.16,2729.18,3068.9,1933.76,1911.69,1870.61
Rpl22l1,87.8525,124.233,141.043,163.644,82.3562,53.2801,78.7033,59.3232,80.1902,97.0209,105.442,96.926,54.9552,66.7977,93.6664,106.273,74.5657,102.081,146.567,219.722,291.967,191.933,204.572,203.478
Rpl23,246.132,295.191,253.877,362.354,288.49,200.825,373.841,308.481,356.401,369.757,272.907,293.547,117.651,163.654,186.755,174.17,165.945,153.121,408.412,381.622,496.704,492.294,497.32,358.399
Rpl23a,126.333,198.993,183.355,241.569,230.013,123.637,228.731,242.127,252.721,288.907,302.369,300.009,103.718,96.8567,183.285,167.282,169.6,152.548,567.605,437.516,532.75,542.572,261.005,277.47
Rpl24,47.1935,73.6604,119.886,151.955,87.7167,47.1324,88.5412,70.7484,104.49,86.2408,82.1824,114.465,21.6725,23.3792,39.8949,35.4244,29.2415,29.8214,79.0476,97.6541,78.5788,139.906,158.719,50.8695
Rpl26,45.0153,40.1284,45.8388,58.4442,38.0106,29.3724,51.649,41.7459,49.4101,48.5104,49.6195,50.7708,23.9945,20.0393,36.4258,36.4084,40.207,28.1009,80.6944,82.2351,89.3924,62.9576,45.8522,25.4348
Rpl27,55.1801,55.5201,88.1516,85.7181,77.483,32.7878,91.0007,74.2638,102.06,101.333,88.3848,76.6177,34.8308,33.3989,57.8187,63.9608,50.4415,43.5851,133.942,129.135,152.111,156.082,84.6503,76.3043
Rpl27a,900.307,751.446,895.62,896.144,685.652,652.34,681.276,616.522,725.762,711.486,559.77,564.94,622.31,572.791,691.512,770.481,741.271,645.174,1120.94,1030.51,1197.43,891.9,902.936,719.11
Rpl28,21.7816,73.6604,66.9952,38.9628,100.387,28.0062,59.0275,80.4159,54.2701,89.4748,122.498,107.08,23.2205,16.6994,23.1275,13.7762,17.5449,21.2191,52.1494,53.9668,66.3234,127.664,88.1774,101.739
Rpl29,1308.35,1181.31,786.312,1040.31,1349.86,1664.66,1443.71,1313.46,1057.05,1588.99,1842.13,1382.81,1422.64,1317.59,1724.73,1935.55,1677,1476.73,5092.53,3686.44,4069.52,1886.11,1467.27,2113.4
Rpl3,939.514,1091.16,1181.23,1083.17,1081.35,722.697,1015.76,931.594,918.543,1124.36,1207.93,1171.42,460.54,395.777,697.872,941.699,835.575,687.612,1554.6,1546.4,1571.58,1412.61,899.409,1130.69
Rpl30,95.8391,119.286,84.6255,202.606,151.068,58.7448,186.92,155.119,211.411,202.666,209.332,143.081,46.441,56.7781,75.7426,44.2805,52.6346,33.2623,176.21,212.655,188.157,142.092,148.138,115.613
Rpl31,146.663,118.736,193.934,225.984,122.316,102.462,105.758,103.706,135.27,103.489,161.264,110.773,111.458,95.1868,124.31,112.177,122.814,112.404,178.955,187.599,240.062,233.468,225.734,145.672
Rpl31-ps12,310.751,238.022,278.559,292.221,292.876,247.274,282.84,317.709,345.061,355.743,294.616,317.548,267.036,200.393,221.446,314.884,285.835,239.145,951.864,805.004,957.364,508.033,395.035,360.711
Rpl32,416.029,493.085,535.962,857.181,537.021,295.773,600.113,557.638,686.882,700.706,649.706,606.48,201.244,160.315,315.69,195.818,294.608,232.263,1007.31,1056.21,969.619,710.897,758.325,522.569
Rpl34,7.98659,29.684,24.6824,0,43.371,13.6616,39.3517,25.0476,22.6801,19.4042,35.664,41.5397,12.3843,8.34972,15.6111,12.7922,15.3518,14.9107,36.2301,46.8997,33.8826,31.4788,0,39.3083
Rpl34-ps1,0,0.549704,3.52606,0,0,0,0,0,3.24001,7.54607,0,9.23105,0,0,0,0,0,0,0,0,0,0.874411,38.798,0
Rpl35,181.513,179.204,176.303,245.466,253.891,158.474,314.813,284.751,283.501,307.233,401.608,366.473,133.905,145.285,247.464,189.914,172.525,125.02,601.64,529.388,558.702,548.256,313.911,286.719
Rpl35a,108.182,75.8592,105.782,179.229,75.5338,76.5048,91.0007,94.0382,98.8203,116.425,89.9354,86.7718,47.215,36.7388,74.008,63.9608,77.4899,62.5102,199.815,161.9,160.762,212.919,105.813,110.988
Rpl36,6.53448,23.6373,14.1043,31.1702,60.9143,5.46463,29.5137,50.5346,32.4001,45.2764,88.3848,52.617,10.8362,15.0295,16.1892,12.7922,13.8897,16.6312,40.6217,48.1846,49.0216,62.9576,21.1626,131.798
Rpl36a,7.26054,19.7893,28.2085,31.1702,19.9799,6.83079,17.2163,20.6533,38.8801,40.9644,44.9677,34.1549,2.32205,6.67977,11.5637,3.93605,10.9655,4.58791,23.0555,22.4862,30.2781,71.2645,42.3251,25.4348
Rpl36al,868.36,676.686,673.478,783.152,684.19,781.442,777.195,745.714,805.142,793.415,727.236,701.56,621.536,591.16,670.697,897.419,819.492,724.889,1132.47,1096.04,1115.24,977.155,839.449,584.999
Rpl37,42.1111,85.2041,88.1516,89.6144,100.387,35.5201,76.2438,74.2638,57.5102,108.879,103.891,112.619,28.6386,26.7191,36.4258,41.3285,47.5174,37.8502,106.495,98.9391,92.9969,112.362,74.069,101.739
Rpl37a,104.552,102.245,95.2037,105.2,79.9196,60.794,51.649,65.0358,82.6202,90.5528,80.6318,75.6946,46.441,63.4579,60.7097,93.4811,75.2968,69.9656,115.278,161.9,138.414,117.171,116.394,101.739
Rpl38,12.3429,20.8888,10.5782,35.0665,11.6956,3.41539,12.2974,16.6984,28.3501,12.9361,20.1579,21.2314,0,1.66994,4.04731,10.8241,6.57933,1.14698,7.68518,5.78215,8.65088,39.3485,14.1084,6.93675
Rpl39,217.816,247.917,373.763,498.724,232.449,209.022,302.516,298.813,458.461,430.126,330.28,359.088,178.024,140.275,258.45,286.347,165.945,213.338,533.571,617.405,758.393,492.294,511.429,275.158
Rpl39l,0,0,0,0,0,0.683079,2.45948,0,0.810002,0,0,0,0.774017,0,0,0,0,0,0,0,0,1.31162,0,0
Rpl3l,0,0,3.52606,0,0.487315,1.36616,0,0,0,0,0,0,1.54803,0,0.578187,0,0,0,0,0,0,0,0,0
Rpl4,2245.68,2188.37,2842.01,3187.16,2557.43,1977.51,2801.35,2700.3,2912.77,3072.33,3163.25,3021.32,1527.14,1551.38,1785.44,1824.36,1940.9,1586.84,4362.44,4533.85,5151.6,3397.96,2610.05,2531.91
Rpl41,2707.45,2281.82,1780.66,2306.6,2869.8,2769.88,2894.81,2823.34,2438.92,3370.94,4076.56,3111.79,3450.57,2980.85,3927.63,4212.56,3085.71,3253.97,10305.8,10207.4,10507.9,6050.49,3819.84,4455.71
Rpl5,797.207,735.504,1061.35,1110.44,696.373,612.038,779.655,727.258,895.052,952.961,775.305,801.255,503.885,511.003,561.42,585.487,563.629,473.701,1417.37,1378.08,1339.44,1057.16,1248.59,841.659
Rpl6,770.343,888.322,803.943,1013.03,990.711,762.999,998.548,961.475,980.913,1110.35,1170.71,1156.65,494.597,434.185,673.01,719.313,704.719,562.018,1738.5,1565.04,1744.59,1183.08,1061.66,1033.58
Rpl7,872.717,1004.86,1093.08,1406.56,1050.65,797.153,1406.82,1180.75,1353.51,1483.34,1350.58,1306.19,633.92,637.918,822.183,831.49,756.623,624.529,2383.5,2230.63,2446.04,1514.04,1297.97,980.394
Rpl7a,230.885,258.361,222.142,362.354,297.749,174.185,304.975,287.827,332.101,379.459,372.147,352.626,82.8198,95.1868,143.969,143.666,162.29,107.816,429.272,440.729,390.731,407.476,335.074,205.79
Rpl7l1,776.878,651.949,578.274,623.405,653.489,651.657,688.654,572.579,618.842,637.104,592.333,624.942,565.806,467.584,524.994,583.519,701.795,561.445,1242.8,1193.05,1304.84,595.474,514.956,520.256
Rpl8,1036.8,1284.66,944.985,1219.54,1844.97,1357.96,1613.42,1701.04,1258.74,1998.63,2389.49,2070.52,845.227,828.292,1166.2,986.964,1046.84,893.495,3321.1,3245.72,3163.34,1964.37,1516.65,2152.71
Rpl9,9.4387,36.2805,49.3649,27.274,55.0666,8.19694,66.4059,49.2163,51.8401,65.7586,48.0689,77.5408,3.09607,1.66994,6.93825,3.93605,4.38622,5.73488,14.2725,11.5643,16.5808,63.832,67.0148,39.3083
Rplp0,2560.79,2298.86,2066.27,2778.05,3336.16,2921.53,4200.79,3828.32,3393.1,4752.95,4982.11,4373.67,1650.2,1424.46,1969.88,2043.79,2008.16,1634.44,6672.93,5879.16,5881.87,3850.91,3248.45,3327.33
Rplp1,519.855,804.217,768.682,946.796,1548.2,917.375,1411.74,1465.5,1033.56,1542.63,2218.92,1858.21,856.063,764.834,1173.14,1222.14,1183.55,940.521,2576.73,2238.34,2318.43,1283.2,1047.55,2476.42
Rplp2,9.4387,34.6314,35.2606,38.9628,54.5793,14.3447,63.9464,44.822,37.2601,46.3544,85.2836,59.0787,7.74017,6.67977,19.6584,6.88808,18.2759,10.3228,41.1706,44.3298,28.1153,68.6413,17.6355,48.5573
Rplp2-ps1,1333.76,1504.54,1301.12,1652.02,2838.61,2624.39,2555.4,3130.07,1970.74,3115.45,3755.58,3329.64,1783.34,1553.05,1932.3,1560.64,1698.93,1463.54,6063.61,5012.48,5381.57,1239.92,1618.94,3285.71
Rpn1,986.707,920.205,923.829,1184.47,1068.19,1016.42,1760.99,1786.73,1828.99,2173.27,2153.8,2437.92,1094.46,976.917,1161,1121.77,1228.14,990.414,1385.53,1471.24,1849.85,1772.43,1350.88,1785.06
Rpn2,758.726,907.012,976.72,1164.99,987.3,804.667,1155.95,1131.53,1178.55,1377.7,1130.4,1275.73,592.123,594.5,680.527,761.625,726.65,705.39,813.531,853.189,994.851,1107.44,1178.05,1022.01
Rpp14,751.466,651.399,818.047,588.338,586.24,632.531,489.436,448.659,545.941,384.85,398.507,383.088,579.739,574.461,568.358,883.643,821.685,789.12,526.435,490.841,489.495,484.424,603.133,571.126
Rpp21,1.45211,8.24556,3.52606,3.89628,3.89852,2.73231,9.83791,9.22805,4.86001,5.39005,17.0567,15.6928,3.09607,5.00983,4.04731,1.96802,1.46207,2.29395,4.39153,5.78215,4.32544,7.4325,10.5813,23.1225
Rpp25,56.6322,36.2805,31.7346,27.274,34.5993,21.8585,39.3517,43.0642,48.6001,28.0283,74.4293,48.0014,34.0567,36.7388,23.7057,54.1207,40.207,45.3056,68.6177,65.5311,41.8126,10.4929,14.1084,6.93675
Rpp25l,128.512,120.935,102.256,105.2,122.803,153.693,147.569,133.148,113.4,142.297,207.782,150.466,120.747,118.566,156.689,223.371,190.07,181.222,440.8,389.974,400.103,180.566,165.773,191.917
Rpp30,104.552,65.4148,151.621,136.37,63.3509,68.9909,95.9197,90.0834,107.73,97.0209,93.0366,67.3866,47.215,61.7879,47.4114,70.8489,43.1312,71.686,92.7711,89.3021,75.6952,61.2088,49.3793,67.0553
Rpp38,198.939,157.765,158.673,183.125,131.088,144.13,162.326,126.996,145.8,162.779,114.745,147.697,89.786,101.867,89.0409,103.321,103.076,94.0521,133.942,116.928,143.46,90.9388,91.7045,46.245
Rpp40,43.5632,50.0231,31.7346,27.274,40.4471,39.6186,31.9732,30.3207,26.7301,32.3403,54.2714,39.6935,34.8308,25.0492,30.6439,50.1846,51.1726,43.5851,41.7195,37.2628,45.4171,54.6507,24.6897,43.9328
Rpph1,0.726054,1.09941,0,3.89628,3.4112,5.46463,7.37844,2.63659,1.62,6.46806,7.75305,1.84621,7.74017,1.66994,1.73456,3.93605,33.6277,2.29395,15.3704,13.4917,6.48816,1.74882,0,0
Rprd1a,1371.52,1326.99,1466.84,1110.44,891.299,1105.22,607.491,599.384,619.652,604.764,462.082,558.478,1256.23,1183.99,1099.71,1538.99,1396.28,1663.12,1075.38,989.391,968.177,693.408,899.409,765.355
Rprd1b,538.732,463.95,426.654,467.553,428.35,532.801,415.652,438.992,463.321,441.984,414.013,407.089,428.805,427.506,415.717,406.397,439.353,455.35,1117.64,1051.07,1071.99,407.913,423.251,376.897
Rprd2,361.575,368.851,331.45,576.649,473.67,592.912,723.087,693.422,694.172,617.7,713.281,622.173,578.191,667.977,596.111,485.118,619.919,602.163,1182.42,1220.03,1286.1,714.831,723.054,594.248
Rprm,577.939,590.382,729.895,354.561,528.737,544.414,204.137,227.186,186.301,190.808,131.802,158.774,1308.09,1137.23,1276.64,1230.01,1248.61,1171.64,1565.58,1566.96,1074.15,2205.7,2497.18,3456.81
Rprml,2.90422,6.59645,3.52606,3.89628,20.9545,13.6616,17.2163,14.0618,7.29002,5.39005,20.1579,16.6159,0,0,2.31275,0,0,0.573488,0,0.642461,1.44181,0.437206,0,0
Rps10,98.7433,125.333,112.834,128.577,175.433,103.145,177.082,152.483,161.19,206.978,274.458,240.93,60.3733,48.4284,98.2919,105.289,106.731,76.8474,348.578,291.678,289.083,301.235,158.719,270.533
Rps11,137.95,276.501,257.403,389.628,304.084,122.271,319.732,297.055,293.221,358.977,345.786,302.778,81.2718,83.4972,121.998,115.129,127.2,112.404,326.071,395.756,351.802,424.09,380.926,240.474
Rps12,2.17816,17.0408,7.05213,11.6888,21.9292,4.09847,34.4327,20.2138,13.77,25.8722,31.0122,36.9242,0,0,0.578187,0,0.731037,0.573488,2.74471,5.78215,5.76725,55.9623,38.798,27.747
Rps13,42.8372,51.1225,66.9952,120.785,53.1173,48.4986,73.7844,53.6106,69.6602,65.7586,79.0811,75.6946,20.8985,18.3694,38.7386,26.5683,25.5863,26.3805,111.984,109.218,112.461,91.8132,67.0148,43.9328
Rps14,163.362,246.817,200.986,358.458,310.42,149.594,307.435,308.041,297.271,327.715,410.912,346.164,137.775,110.216,185.598,166.298,151.325,158.856,422.685,629.612,693.512,330.965,275.113,205.79
Rps15,658.531,689.329,419.602,549.375,942.467,700.156,833.763,860.845,671.492,1004.71,1300.96,994.184,607.603,544.402,742.971,793.114,860.43,620.514,2214.98,1770.62,1818.85,1512.73,592.552,1070.57
Rps15a,1024.46,1040.59,1223.54,1309.15,1002.89,975.436,836.223,861.724,881.282,929.244,885.399,856.641,626.954,656.288,674.745,673.064,661.588,645.174,965.588,994.53,898.97,1056.73,881.774,823.161
Rps15a-ps4,362.301,203.391,218.616,288.325,274.846,444.001,277.921,273.766,277.021,328.793,331.831,295.394,276.324,238.802,269.435,214.515,399.146,189.251,1312.52,984.251,1054.69,242.649,268.059,323.715
Rps15a-ps6,594.638,333.121,267.981,377.939,433.223,596.328,521.409,532.151,477.901,590.749,534.961,534.478,397.845,344.008,339.974,350.308,372.098,309.11,1542.53,1557.97,1687.64,450.322,497.32,499.446
Rps16,166.992,144.022,165.725,225.984,184.205,132.517,245.948,203.896,228.421,242.552,300.818,267.7,78.9497,78.4873,131.827,135.794,102.345,98.64,429.272,353.354,386.406,289.43,204.572,240.474
Rps17,197.487,235.823,208.038,405.213,277.769,165.305,314.813,293.54,302.941,362.211,418.665,418.166,129.261,111.886,182.129,164.33,217.849,141.078,821.765,765.814,767.765,597.66,370.345,282.095
Rps18,458.14,497.482,532.436,662.367,572.108,456.98,730.465,634.538,722.522,837.614,820.273,728.33,277.872,295.58,394.324,358.18,300.456,321.153,1106.67,1443.61,1465.6,664.99,744.217,434.703
Rps19,103.1,84.6544,84.6255,128.577,142.783,89.4833,140.19,132.269,127.17,169.248,255.851,211.391,59.5993,80.1573,116.794,113.161,63.6002,91.1846,376.574,322.516,431.823,240.026,148.138,203.478
Rps19-ps3,26.1379,36.8302,38.7867,62.3405,61.4017,19.1262,71.3249,42.6248,62.3702,81.9287,51.1702,84.9256,13.9323,11.6896,15.6111,10.8241,19.738,20.0721,47.209,63.6037,59.8352,84.3807,74.069,48.5573
Rps19bp1,157.554,161.613,126.938,140.266,167.636,158.474,152.488,159.074,131.22,144.453,268.256,130.158,136.227,125.246,134.139,159.41,150.594,153.695,217.93,224.219,207.621,202.863,158.719,136.423
Rps2,630.215,544.757,518.331,502.62,1171.02,750.703,976.413,837.995,666.632,890.436,1417.26,1583.12,1012.41,794.893,933.195,795.082,872.858,669.834,3109.2,2885.94,2797.12,752.431,659.567,1530.71
Rps20,521.307,519.47,701.687,896.144,500.472,372.278,624.708,502.709,644.762,689.926,573.726,546.478,371.528,332.319,446.939,545.143,434.967,375.061,1407.49,1263.08,1407.93,871.788,948.789,573.438
Rps23,210.556,285.296,370.237,525.998,310.907,217.902,437.787,354.181,407.431,415.034,311.673,375.704,147.837,113.556,165.362,168.266,190.07,122.726,655.436,543.522,615.654,491.856,454.995,312.154
Rps24,349.958,374.898,359.659,592.234,378.644,312.167,555.842,449.099,519.211,579.969,648.155,464.322,270.132,252.161,333.036,399.509,348.704,294.773,1085.26,960.48,1136.15,1030.93,712.473,693.675
Rps25,320.916,351.261,356.132,436.383,397.649,275.281,292.678,345.393,470.611,415.034,508.6,516.016,209.759,160.315,252.09,272.571,301.187,220.219,747.109,662.378,733.162,557.875,430.306,374.585
Rps26,77.6878,192.396,229.194,354.561,460.512,280.745,383.679,401.64,255.961,443.062,578.378,527.093,171.832,136.935,198.318,242.067,312.884,164.018,1095.14,885.954,888.157,281.123,338.601,936.461
Rps27,13.069,28.0349,38.7867,7.79256,33.6247,19.8093,34.4327,27.6842,26.7301,18.3262,21.7085,20.3083,13.9323,10.0197,20.8147,22.6323,10.2345,13.1902,15.9193,16.0615,24.5108,24.4835,21.1626,32.3715
Rps27a,151.019,255.612,264.455,315.599,264.125,144.813,324.651,283.433,305.371,309.389,333.381,270.47,103.718,81.8272,139.921,150.554,128.662,127.888,436.408,420.812,560.865,353.262,373.872,226.601
Rps27l,31.2203,46.1751,88.1516,167.54,67.2494,30.7385,135.271,87.8862,113.4,94.8649,147.308,101.542,16.2544,20.0393,21.3929,12.7922,15.3518,23.513,46.66,63.6037,69.9279,54.6507,56.4335,30.0593
Rps27rt,0,1.09941,7.05213,11.6888,0,0,0,0,8.91002,7.54607,1.55061,12.0004,0,0,0,0,0,0,0,0,0,11.3673,3.52709,2.31225
Rps28,11.6169,24.7367,24.6824,31.1702,34.112,6.14771,31.9732,27.6842,26.7301,39.8864,41.8665,35.078,4.6441,5.00983,12.1419,10.8241,3.65518,9.17581,34.0344,52.6818,28.1153,58.5856,28.2168,34.6838
Rps29,2.17816,15.9414,14.1043,15.5851,18.518,10.9293,9.83791,14.0618,16.2,17.2482,37.2147,21.2314,8.51419,10.0197,6.36006,5.90407,8.0414,8.60232,8.23412,12.8492,7.20906,17.9254,31.7439,18.498
Rps3,1118.85,1093.36,1237.65,1277.98,1226.57,1052.62,1460.93,1290.61,1556.82,1683.85,1541.31,1502.81,809.622,652.948,886.361,872.819,810.72,703.67,2315.44,2280.74,2304.74,1627.72,1347.35,1126.07
Rps3a1,934.431,863.585,1089.55,1461.1,804.069,702.888,939.521,862.164,1155.87,1178.26,935.018,945.259,472.924,495.973,616.926,666.176,567.284,522.448,1930.08,1637.63,2171.37,1301.12,1160.41,790.79
Rps4l,244.68,260.56,218.616,198.71,442.969,478.838,341.868,368.243,315.091,349.275,573.726,535.401,509.303,474.264,590.329,525.462,530.733,446.174,1013.35,995.815,1076.31,415.783,310.384,652.055
Rps4x,861.826,1014.75,1276.44,1792.29,1085.25,655.755,1399.44,1155.7,1658.07,1510.29,1434.31,1538.82,506.207,541.062,734.876,711.441,709.105,591.84,2082.68,2144.54,2234.81,1665.32,1710.64,1065.95
Rps5,492.991,620.616,476.019,666.264,802.12,502.746,902.629,834.919,748.442,1012.25,1032.71,960.029,359.918,312.279,398.371,523.494,423.27,402.015,1571.62,1506.57,1607.62,1109.19,783.015,804.663
Rps6,1802.07,1461.11,1713.67,2065.03,1440.02,1409.19,1864.28,1589.86,1855.72,2063.31,1834.37,1726.21,864.577,858.351,963.839,1102.09,1043.92,899.803,2576.18,2701.55,2737.28,1600.17,1742.38,1193.12
Rps6ka1,55.9061,59.9178,45.8388,46.7553,87.7167,90.8495,66.4059,105.463,81.8102,119.659,130.251,110.773,253.104,198.723,224.337,90.5291,95.0348,109.536,160.291,158.046,196.087,97.4969,84.6503,83.241
Rps6ka2,2438.81,2344.49,1625.52,1901.38,2575.95,2855.95,2061.04,2357.99,2231.56,1730.21,2136.74,2217.3,2265.55,2588.41,2206.36,2153.02,2151.44,2302.56,942.532,984.893,950.155,1509.23,1178.05,1461.34
Rps6ka3,74.7835,169.309,204.512,151.955,162.276,82.6525,113.136,140.618,203.311,120.737,58.9232,132.004,35.6048,40.0786,43.3641,41.3285,56.2898,53.3344,32.9365,35.3354,30.2781,135.534,169.301,106.364
Rps6ka4,186.596,211.636,193.934,175.333,243.657,198.776,233.65,237.732,188.731,225.304,403.159,262.162,204.34,270.531,206.991,209.595,215.656,219.072,51.0516,60.3914,106.694,215.542,179.882,282.095
Rps6ka5,400.056,433.167,627.639,229.88,265.099,270.499,108.217,170.06,163.62,203.744,119.397,138.466,280.194,320.629,223.759,369.004,366.98,423.808,147.665,132.347,135.53,103.618,123.448,99.4268
Rps6ka6,108.908,72.5609,137.516,105.2,33.1374,58.7448,49.1896,29.0024,63.1802,36.6523,27.911,70.156,69.6615,60.118,70.5389,91.5131,69.4485,92.3316,957.354,893.021,862.925,253.579,437.36,282.095
Rps6kb1,921.362,871.281,1068.4,1028.62,749.49,881.854,624.708,612.567,761.402,569.189,521.005,552.94,862.255,873.38,853.983,984.012,1030.76,1031.71,1220.3,1129.45,1155.61,999.452,1305.03,1109.88
Rps6kb2,26.1379,31.8828,35.2606,35.0665,39.4725,17.76,36.8922,43.9431,32.4001,49.5885,51.1702,44.309,27.0906,16.6994,22.5493,26.5683,13.8897,28.6744,31.8386,31.4806,51.9053,52.9019,17.6355,36.996
Rps6kc1,941.692,838.299,775.734,783.152,853.288,952.212,735.384,752.306,712.802,565.955,766.002,708.021,827.424,804.913,842.997,941.699,902.83,869.408,545.099,539.025,496.704,650.562,553.754,663.616
Rps6kl1,197.487,167.11,133.99,74.0293,121.829,109.976,66.4059,68.1118,60.7502,103.489,96.1379,113.542,244.589,218.763,245.73,253.875,276.332,226.528,114.729,125.28,81.4624,225.161,243.37,286.719
Rps7,75.5096,114.338,186.881,179.229,121.341,47.1324,147.569,122.162,149.04,158.467,153.51,166.159,37.9268,36.7388,39.3167,70.8489,56.2898,47.5995,206.402,206.873,227.085,271.068,239.842,113.3
Rps8,269.366,383.144,412.549,487.035,494.137,243.859,447.625,447.341,463.321,633.87,643.503,558.478,167.188,153.635,249.199,205.658,229.545,174.34,645.006,695.786,687.024,822.821,560.808,626.62
Rps9,728.232,877.328,698.161,787.048,1096.46,789.639,1069.87,1030.03,996.303,1269.9,1643.65,1375.43,548.778,586.15,793.273,677,687.174,602.163,2002.54,1886.91,1965.19,1826.65,1026.38,1496.03
Rpsa,996.146,1016.4,782.786,1009.14,1349.86,1094.29,1618.34,1344.66,1279.8,1858.49,2037.5,1639.43,711.322,564.441,874.219,1123.74,1033.69,783.958,3900.23,3255.35,3309.68,1950.37,1181.58,1491.4
Rptn,0,1.09941,0,0,0,0.683079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rptor,408.042,439.214,359.659,401.317,534.097,491.817,538.626,599.823,398.521,542.239,724.135,661.866,559.614,504.323,514.587,442.805,428.387,466.246,624.146,639.892,613.491,525.521,345.655,504.071
Rptoros,5.80843,1.09941,0,3.89628,1.46194,2.04924,2.45948,0.878862,4.05001,5.39005,0,3.69242,0,3.33989,0.578187,0,2.92415,0,2.19577,0.642461,2.16272,2.62323,3.52709,2.31225
Rpusd1,144.485,197.893,137.516,101.303,181.768,182.382,145.109,136.663,103.68,132.595,148.859,121.85,256.974,287.23,279.843,336.532,330.429,313.698,191.581,204.303,207.621,197.18,172.828,210.415
Rpusd2,176.431,143.473,172.777,187.021,195.901,218.585,199.218,190.274,183.061,129.361,195.377,161.543,159.447,175.344,157.267,136.778,120.621,146.813,329.914,350.784,264.573,127.664,116.394,97.1145
Rpusd3,7.26054,7.14615,10.5782,3.89628,15.1068,7.51386,17.2163,10.1069,15.39,9.70209,7.75305,18.4621,17.0284,13.3595,26.0184,18.6962,21.9311,23.513,29.0939,43.6874,46.8589,22.2975,35.2709,20.8103
Rpusd4,224.351,194.595,218.616,171.436,174.459,191.262,204.137,185.44,169.29,205.9,148.859,198.468,218.273,185.364,227.228,200.738,225.159,226.528,233.3,232.571,225.644,177.068,176.355,134.111
Rqcd1,498.073,427.12,380.815,561.064,482.442,519.823,649.302,550.607,586.442,570.267,615.592,582.479,523.235,480.944,505.336,402.461,423.27,403.162,1563.93,1461.6,1477.14,713.083,733.636,691.363
Rrad,13.069,22.5379,17.6303,23.3777,36.0613,27.3231,46.7301,34.2756,20.2501,29.1063,34.1134,36.9242,14.7063,6.67977,7.51644,5.90407,12.4276,12.6167,10.9788,8.352,25.2317,4.37206,28.2168,4.6245
