Gene symbol,06h [339],06h [340],06h [341],12h [342],12h [343],12h [344],24h [345],24h [346],24h [347],36h [348],36h [349],36h [350],Peripheral lesion [74],Peripheral lesion [75],Peripheral lesion [124],Sham operated [69],Sham operated [70],Sham operated [123],E12.5 [84],E12.5 [86],E12.5 [87],E17.5 [336],E17.5 [337],E17.5 [338]
0610005C13Rik,0.726054,0.549704,3.52606,0,0.97463,1.36616,0,0.439431,0.810002,2.15602,7.75305,0,0,0,2.31275,1.96802,0.731037,0.573488,0.548941,1.28492,0,3.06044,3.52709,4.6245
0610007N19Rik,39.933,27.4852,14.1043,35.0665,38.0106,52.5971,29.5137,55.3683,40.5001,43.1204,99.2391,48.9245,104.492,128.586,101.183,84.625,100.152,88.8907,97.1626,100.866,184.552,142.092,134.03,159.545
0610007P14Rik,356.492,271.554,366.711,662.367,517.528,547.829,314.813,362.531,457.651,295.375,204.681,312.009,335.149,277.211,264.232,323.74,347.242,294.199,396.885,359.778,414.521,256.64,285.695,323.715
0610009B22Rik,250.489,205.589,275.033,296.117,171.047,201.508,174.623,151.604,204.121,160.623,176.77,145.851,244.589,237.132,241.682,423.125,393.298,361.871,287.645,266.622,250.154,233.468,239.842,263.597
0610009D07Rik,162.636,178.104,155.147,292.221,221.241,153.693,218.894,225.428,209.791,191.886,234.142,178.159,109.91,116.896,144.547,143.666,135.973,130.182,262.943,265.979,263.852,227.347,148.138,203.478
0610009L18Rik,20.3295,19.2396,7.05213,19.4814,18.0306,19.1262,4.91896,10.9858,18.6301,21.5602,13.9555,10.1542,23.2205,21.7093,31.2221,13.7762,19.007,17.2046,12.6257,15.4191,15.8599,24.0463,21.1626,16.1858
0610009O20Rik,225.803,313.331,296.189,257.154,340.633,274.598,300.056,337.483,333.721,358.977,421.766,395.089,305.737,300.59,368.305,284.379,305.573,278.142,327.169,318.018,336.663,303.421,282.168,235.85
0610010B08Rik,215.638,237.472,416.076,272.74,208.571,172.819,258.245,181.485,204.931,171.404,161.264,107.08,222.917,203.733,191.958,313.9,282.911,306.816,101.554,90.5871,134.089,156.52,172.828,122.549
0610010F05Rik,1524.71,1328.09,1967.54,1503.96,953.188,1090.19,941.98,888.09,1176.12,859.174,711.73,745.869,1261.65,1215.72,1213.04,1321.53,1257.38,1300.67,795.965,754.25,632.235,1746.2,2433.7,1775.81
0610010K14Rik,90.0307,85.7538,59.9431,81.8219,114.519,87.4341,88.5412,105.463,89.9102,108.879,153.51,105.234,66.5655,68.4677,96.5573,82.657,89.1865,90.0376,236.045,234.498,255.922,114.548,116.394,60.1185
0610011F06Rik,31.2203,32.9822,28.2085,31.1702,38.9852,32.7878,39.3517,34.7151,17.82,23.7162,46.5183,31.3856,41.0229,53.4382,53.7714,78.721,71.6416,67.0981,67.5198,52.6818,41.0917,43.7206,38.798,36.996
0610012G03Rik,233.789,253.414,197.46,183.125,245.119,213.121,186.92,226.746,181.44,199.432,173.668,218.776,509.303,420.826,445.783,465.438,521.229,452.482,412.255,417.6,490.216,440.266,342.128,548.003
0610012H03Rik,2.90422,6.04675,7.05213,0,3.4112,4.78155,0,3.95488,2.43001,2.15602,0,0,7.74017,3.33989,14.4547,17.7122,12.4276,19.4986,1.64682,2.56985,7.92997,0,0,0
0610030E20Rik,453.784,423.822,483.071,564.96,458.076,574.469,413.192,508.422,530.551,519.601,483.791,445.86,341.341,313.949,269.435,195.818,225.89,241.439,829.999,861.541,885.273,355.885,472.631,314.466
0610031J06Rik,305.669,354.009,282.085,432.487,422.989,417.361,565.68,537.424,495.721,688.848,818.722,719.099,359.144,387.427,462.55,396.557,393.298,405.456,297.526,286.538,364.058,344.518,243.37,275.158
0610031O16Rik,0,0,0,0,0,0,0,0.878862,0,0,0,0,0.774017,0,0,0,0,0,0.548941,0,0,0,0,0
0610037L13Rik,359.397,302.337,303.241,350.665,313.831,337.441,275.462,266.295,267.301,258.722,294.616,232.622,284.838,262.181,271.748,344.404,349.435,338.358,279.96,237.068,309.99,243.086,193.99,203.478
0610038B21Rik,0.726054,1.64911,0,0,1.94926,0.683079,2.45948,5.27317,2.43001,4.31204,4.65183,8.30794,2.32205,1.66994,2.89094,2.95204,2.92415,1.72046,8.78306,5.78215,11.5345,2.62323,3.52709,0
0610039K10Rik,1.45211,0.549704,0,0,20.4672,8.88002,4.91896,9.22805,3.24001,7.54607,23.2592,12.9235,6.96615,8.34972,13.2983,10.8241,19.738,8.02883,7.13624,7.70954,2.16272,1.74882,0,9.249
0610040B10Rik,5.08238,9.34497,0,15.5851,5.84778,6.83079,9.83791,8.34919,17.01,7.54607,0,6.46173,6.96615,8.34972,8.09462,14.7602,8.0414,9.17581,21.9577,16.704,22.3481,10.4929,10.5813,6.93675
0610040F04Rik,9.4387,6.59645,10.5782,0,5.36046,4.78155,2.45948,0.439431,3.24001,0,10.8543,2.76931,2.32205,0,2.89094,7.8721,1.46207,1.72046,0,0,0,0,3.52709,0
0610040J01Rik,70.4272,52.7716,49.3649,54.5479,52.63,56.6955,39.3517,86.1285,81.0002,67.9146,40.3159,83.0794,106.04,113.556,79.7899,136.778,114.042,116.418,32.9365,57.1791,61.9979,79.5714,67.0148,34.6838
0610043K17Rik,0,1.09941,3.52606,3.89628,0.487315,2.04924,0,3.07602,2.43001,1.07801,0,0,2.32205,0,0,0.984012,0.731037,1.14698,0,0,2.16272,0.437206,0,0
1010001N08Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.642461,0,0,0,0
1100001G20Rik,0,0,0,0,1.46194,0.683079,0,0,0,0,0,0,0,1.66994,1.15637,0,0,1.14698,0,0,0.720906,0,0,0
1110001A16Rik,147.389,141.274,179.829,159.747,92.1025,115.44,73.7844,88.7651,98.0103,83.0068,58.9232,63.6942,99.0742,101.867,130.092,170.234,160.828,165.738,89.4775,95.7268,90.8342,133.348,119.921,108.676
1110001J03Rik,29.0422,45.6254,49.3649,19.4814,54.5793,40.3016,46.7301,39.5488,24.3001,62.5246,26.3604,61.848,64.2434,83.4972,69.3825,65.9288,92.1106,81.4353,104.299,94.4418,81.4624,82.6319,137.557,141.047
1110002L01Rik,159.006,137.426,218.616,214.295,98.9249,120.905,145.109,163.908,162.81,158.467,167.466,133.85,83.5938,76.8174,64.1788,110.209,91.3796,103.228,197.619,185.671,214.109,208.984,264.532,178.043
1110004E09Rik,44.2893,48.374,56.417,74.0293,63.8382,34.1539,66.4059,47.898,51.8401,52.8225,71.3281,61.848,54.9552,30.059,56.0842,64.9448,58.4829,64.8042,59.2857,62.3188,57.6725,64.2692,70.5419,78.6165
1110004F10Rik,1653.95,1387.45,1678.41,1862.42,1451.71,1629.83,1478.15,1436.5,1617.57,1483.34,1325.77,1284.96,1367.69,1264.15,1245.42,1233.95,1138.95,1099.38,1655.06,1600.37,1652.32,1330.42,1671.84,1278.67
1110006O24Rik,10.1648,6.04675,7.05213,0,12.6702,7.51386,17.2163,22.411,14.58,15.0921,21.7085,21.2314,10.0622,11.6896,11.5637,7.8721,5.11726,7.45535,23.0555,23.1286,17.3018,9.61853,7.05419,11.5613
1110007C09Rik,256.297,272.653,246.824,175.333,248.043,178.284,196.758,200.82,168.48,223.148,249.648,192.006,261.618,227.112,318.003,206.643,190.801,205.882,18.664,17.9889,18.7436,90.9388,52.9064,60.1185
1110008F13Rik,385.535,331.472,349.08,374.043,367.923,310.118,393.517,368.243,422.821,415.034,345.786,393.243,404.037,293.91,328.41,416.237,396.222,381.943,539.609,536.455,563.749,493.605,405.616,395.395
1110008J03Rik,92.2088,111.59,84.6255,58.4442,101.849,96.9972,66.4059,78.2187,41.3101,73.3047,66.6763,74.7715,131.583,101.867,120.841,204.674,187.876,170.326,163.036,156.761,160.041,183.626,158.719,198.854
1110008L16Rik,188.048,163.812,119.886,151.955,145.22,183.065,186.92,201.699,192.781,161.701,141.106,138.466,191.182,146.955,169.987,157.442,166.676,182.369,242.632,203.018,215.551,162.203,232.788,168.794
1110008P14Rik,436.358,541.459,461.914,303.91,941.005,689.909,408.273,553.683,370.981,316.935,578.378,516.016,1013.19,966.897,998.53,1676.76,1613.4,1458.95,198.717,168.325,144.902,325.281,359.764,811.6
1110012L19Rik,204.021,192.396,236.246,222.088,186.154,160.523,209.056,213.124,197.641,185.418,246.547,149.543,191.956,178.684,200.631,213.531,209.076,186.957,167.427,145.196,134.809,226.035,250.424,205.79
1110015O18Rik,0,0,0,0,0,0,0,0,0,0,0,0,0.774017,0,0,0.984012,0,0,16.4682,12.8492,3.60453,26.6695,59.9606,30.0593
1110017D15Rik,5.80843,18.1402,28.2085,15.5851,19.4926,16.3939,2.45948,12.3041,17.01,18.3262,10.8543,6.46173,2.32205,0,4.04731,0,0.731037,0.573488,3.84259,3.85477,1.44181,3.06044,0,4.6245
1110019D14Rik,33.3985,36.8302,14.1043,77.9256,24.8531,24.5908,14.7569,22.411,22.6801,18.3262,15.5061,12.0004,30.9607,43.4185,29.4876,46.2486,57.0209,40.7177,32.9365,25.6985,41.0917,31.0416,28.2168,32.3715
1110020A21Rik,10.1648,9.89467,7.05213,15.5851,6.82241,6.83079,12.2974,7.47033,4.86001,5.39005,18.6073,4.61552,9.2882,8.34972,10.9856,0.984012,5.11726,4.58791,11.5278,8.99446,6.48816,11.8046,10.5813,4.6245
1110025L11Rik,0,0,0,0,0,0,2.45948,0.878862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110028F11Rik,0.726054,0,0,0,0,0.683079,0,0,0,1.07801,0,0,0,0,0,0,0,0,1.09788,1.92738,1.44181,0.437206,0,0
1110028F18Rik,0.726054,3.84793,3.52606,0,0.97463,0,0,0.439431,3.24001,0,1.55061,0,0,0,0.578187,0,0.731037,0,0,0,0,0,0,0
1110032A03Rik,365.205,316.08,409.023,249.362,236.348,220.634,164.785,150.285,170.1,144.453,155.061,125.542,290.256,290.57,283.312,423.125,464.208,386.531,144.372,166.398,123.996,211.608,197.517,182.668
1110032F04Rik,582.295,501.33,539.488,331.184,267.536,276.647,76.2438,85.2496,79.3802,52.8225,62.0244,36.0011,441.19,537.722,471.801,1013.53,956.927,912.42,91.6732,101.509,62.7189,46.3438,28.2168,36.996
1110034G24Rik,103.1,97.8473,81.0995,97.407,76.0211,85.3848,135.271,90.0834,92.3403,111.035,77.5305,101.542,152.481,170.334,162.471,217.467,191.532,169.179,140.529,132.99,138.414,126.352,134.03,147.984
1110037F02Rik,825.523,770.136,701.687,911.729,713.429,790.322,885.412,877.104,1014.12,921.698,649.706,886.181,558.066,616.209,551.013,565.807,674.747,602.736,1540.88,1452.61,1545.62,821.947,927.626,714.485
1110038B12Rik,92.9349,112.689,70.5213,89.6144,123.778,94.2648,93.4602,88.3256,110.97,81.9287,77.5305,101.542,47.215,35.0688,49.1459,29.5204,28.5104,25.2335,119.12,119.498,132.647,69.5157,77.5961,55.494
1110038F14Rik,111.086,106.093,98.7298,77.9256,120.854,106.56,125.433,146.331,102.06,143.375,148.859,158.774,151.707,148.625,152.641,133.826,119.159,135.343,284.901,240.281,294.13,158.268,105.813,138.735
1110046J04Rik,74.7835,62.6663,56.417,54.5479,63.8382,70.3571,51.649,60.6415,78.5702,45.2764,49.6195,43.3859,78.9497,76.8174,67.6479,75.7689,68.7174,70.539,3.29365,2.56985,4.32544,20.1115,21.1626,20.8103
1110051M20Rik,684.669,656.896,634.692,533.79,522.889,570.371,364.003,419.657,410.671,355.743,452.778,442.167,670.299,709.726,732.564,918.083,866.278,954.284,355.165,392.544,324.408,432.834,387.98,400.019
1110054M08Rik,25.4119,24.187,28.2085,7.79256,15.1068,19.8093,22.1353,25.487,28.3501,31.2623,20.1579,20.3083,33.2827,31.7289,39.3167,36.4084,26.3173,32.6888,24.1534,20.5588,31.7199,21.4231,21.1626,11.5613
1110057K04Rik,831.332,747.048,719.317,642.886,595.986,657.122,745.222,656.51,688.502,651.118,567.523,617.557,715.192,699.706,675.323,966.3,954.003,968.622,755.343,769.669,691.349,559.623,645.458,443.952
1110058L19Rik,177.883,202.291,218.616,163.644,138.885,117.49,108.217,88.7651,121.5,80.8507,24.8098,71.0791,154.803,182.024,146.281,258.795,226.621,230.542,97.7116,107.291,141.298,116.734,151.665,136.423
1110059E24Rik,351.41,305.086,405.497,358.458,269.972,288.259,346.786,316.83,347.491,298.609,220.187,290.778,334.375,300.59,328.989,370.972,377.215,359.577,492.949,437.516,483.728,312.165,345.655,284.407
1110059G10Rik,175.705,162.163,222.142,237.673,148.144,135.933,164.785,153.361,200.881,161.701,134.903,180.005,143.193,103.536,134.718,177.122,158.635,164.018,169.074,154.191,169.413,163.952,246.897,178.043
1110059M19Rik,20.3295,24.7367,10.5782,58.4442,58.9651,64.8925,100.839,106.342,154.71,54.9785,77.5305,120.927,30.1867,20.0393,34.6912,20.6643,14.6207,10.3228,11.5278,5.78215,41.8126,6.55809,24.6897,2.31225
1110065P20Rik,116.895,126.432,63.4692,70.133,115.981,117.49,88.5412,95.796,62.3702,103.489,147.308,108.926,174.928,170.334,214.508,285.363,217.118,208.176,187.738,175.392,180.947,261.012,190.463,388.458
1190002F15Rik,0.726054,0.549704,0,3.89628,0.487315,0.683079,0,0,0,5.39005,0,1.84621,2.32205,0,2.31275,3.93605,1.46207,2.86744,93.869,110.503,80.7415,27.1068,35.2709,27.747
1190002N15Rik,694.834,634.908,930.881,685.745,453.69,426.241,349.246,384.942,441.451,301.843,209.332,299.086,839.808,834.972,737.189,1111.93,970.817,986.973,1201.63,1207.83,1880.12,868.291,1012.28,813.912
1190003K10Rik,2.90422,0.549704,0,0,0,0.683079,2.45948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437206,3.52709,0
1190005I06Rik,2.90422,8.79527,0,3.89628,17.5433,10.2462,9.83791,10.1069,0.810002,12.9361,10.8543,25.8469,14.7063,16.6994,17.3456,33.4564,35.8208,31.5419,13.1746,17.9889,17.3018,14.4278,24.6897,55.494
1190007I07Rik,13.069,14.2923,17.6303,7.79256,12.1829,14.3447,14.7569,18.8955,17.01,25.8722,9.30366,19.3852,10.0622,13.3595,13.8765,25.5843,13.8897,15.4842,34.0344,26.3409,32.4408,19.6743,17.6355,43.9328
1200014J11Rik,410.946,383.693,412.549,424.694,354.278,375.693,346.786,379.229,360.451,342.807,376.798,352.626,456.67,424.166,413.982,381.797,406.456,361.871,760.833,753.607,761.277,419.718,472.631,457.826
1300002E11Rik,59.5364,53.3213,49.3649,151.955,59.9397,69.674,159.866,108.1,127.17,128.283,88.3848,91.3874,123.069,121.906,100.605,74.7849,100.152,92.3316,133.942,159.33,131.926,67.3297,74.069,69.3675
1300002K09Rik,1.45211,6.04675,3.52606,0,1.94926,4.78155,7.37844,3.51545,2.43001,6.46806,0,0.923105,6.19214,1.66994,6.36006,7.8721,8.77244,4.58791,111.984,100.866,40.3708,1.74882,0,0
1300017J02Rik,0.726054,1.64911,0,0,2.92389,2.04924,2.45948,2.19716,3.24001,3.23403,0,0,1.54803,1.66994,2.89094,1.96802,1.46207,0,8.23412,7.70954,2.16272,2.62323,3.52709,2.31225
1500004A13Rik,516.224,557.95,507.753,448.072,447.842,487.035,558.302,566.427,575.102,512.055,621.795,516.939,668.751,651.278,640.054,654.368,774.899,693.921,785.535,834.557,573.841,1035.74,991.114,980.394
1500009C09Rik,4.35632,5.49704,7.05213,0,3.4112,6.83079,4.91896,1.31829,0.810002,3.23403,0,0.923105,6.19214,8.34972,1.73456,11.8081,14.6207,7.45535,88.9285,97.6541,47.5798,2.62323,7.05419,2.31225
1500009L16Rik,15.9732,15.3917,35.2606,23.3777,12.1829,15.0277,2.45948,8.78862,8.10002,3.23403,4.65183,10.1542,32.5087,56.7781,38.7386,33.4564,36.5518,36.1298,90.5753,110.503,124.717,222.975,208.099,208.103
1500011B03Rik,1217.59,1170.32,1057.82,720.812,818.689,859.996,440.247,462.281,465.751,324.481,353.539,350.78,1005.45,1055.4,1023.97,1443.55,1407.98,1388.99,713.075,759.389,488.774,988.959,998.168,1172.31
1500011K16Rik,360.849,307.285,426.654,366.25,358.664,318.998,334.489,289.146,234.091,230.694,401.608,221.545,294.126,242.142,297.188,509.718,473.712,373.341,117.473,104.721,73.5324,153.896,253.951,238.162
1500012F01Rik,29.7682,34.6314,42.3128,35.0665,37.5232,23.2247,36.8922,24.6081,27.5401,32.3403,12.4049,38.7704,15.4803,8.34972,19.6584,20.6643,15.3518,18.9251,32.9365,19.9163,36.7662,29.73,31.7439,30.0593
1500012K07Rik,12.3429,17.5905,10.5782,7.79256,24.8531,19.1262,14.7569,17.5772,9.72003,3.23403,0,3.69242,6.96615,1.66994,13.8765,23.6163,21.2001,20.0721,0.548941,0,0,2.62323,0,0
1500015A07Rik,55.1801,32.4325,24.6824,58.4442,53.6046,60.1109,76.2438,88.3256,76.9502,76.5387,122.498,105.234,48.7631,50.0983,41.6295,41.3285,40.938,47.5995,99.3584,115.643,103.811,52.4647,38.798,53.1818
1500015L24Rik,0,0,0,0,0.487315,0.683079,0,0.439431,0,2.15602,0,0,0,3.33989,1.15637,0,0,0,0,0,0,0,0,0
1500015O10Rik,4.35632,9.89467,17.6303,3.89628,10.2336,4.78155,12.2974,2.19716,4.05001,3.23403,0,1.84621,51.8591,80.1573,108.699,65.9288,56.2898,36.1298,0,3.21231,2.16272,260.575,246.897,247.411
1500017E21Rik,43.5632,42.8769,77.5734,159.747,37.5232,79.2371,137.731,119.086,78.5702,62.5246,15.5061,36.9242,58.0513,35.0688,42.7859,3.93605,6.57933,33.8358,14.8214,18.6314,28.8363,46.781,98.7587,36.996
1600002D24Rik,0.726054,0.549704,0,0,0,0,0,1.31829,0,0,0,0,0.774017,0,0,0,0,0,0.548941,0.642461,2.16272,0,0,0
1600002H07Rik,101.648,86.8533,81.0995,50.6516,96.9756,81.9694,71.3249,65.0358,72.9002,93.7869,122.498,78.4639,89.786,86.8371,106.386,101.353,121.352,109.536,204.755,205.588,227.085,105.367,158.719,147.984
1600002K03Rik,29.7682,43.9763,31.7346,23.3777,44.833,51.914,63.9464,51.8529,46.1701,68.9926,43.4171,48.9245,26.3166,31.7289,31.8003,39.3605,44.5932,32.1153,34.5833,28.2683,24.5108,16.1766,14.1084,9.249
1600010M07Rik,0.726054,0.549704,0,0,0,0,0,0.439431,0.810002,0,0,0,1.54803,0,1.15637,0,0.731037,1.72046,1.09788,0,0.720906,0,0,0
1600012H06Rik,767.439,670.089,944.985,794.841,641.306,660.537,671.438,641.13,734.672,841.926,824.925,660.943,701.259,676.327,701.341,693.728,748.581,778.223,689.47,658.523,674.047,732.757,825.34,867.094
1600014C10Rik,667.244,613.47,627.639,338.976,407.882,486.352,260.705,272.008,238.951,254.41,158.162,258.469,833.616,955.208,778.24,1154.25,1217.91,1122.89,357.91,400.253,384.964,754.617,670.148,742.232
1600014C23Rik,0,0,0,0,0,0,2.45948,0,0,0,0,0,0,0,0,0,0,0,0,0,0.720906,0,0,0
1600014K23Rik,0,0.549704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28492,0,0,0,0
1600015I10Rik,0,0.549704,0,0,0,0,0,1.31829,0,0,0,0,0,0,0,0,0,0,0,1.92738,0,0,0,0
1600016N20Rik,0,1.09941,0,0,0.487315,0,0,1.75772,0,0,0,0,0,0,0,0,0,0,14.8214,13.4917,10.8136,3.49765,0,4.6245
1600019K03Rik,2.17816,0.549704,0,0,0,0,0,0,1.62,1.07801,0,0.923105,0,0,0,0,0,0.573488,0,0,0,0.437206,0,0
1600020E01Rik,4.35632,4.94734,10.5782,0,8.77167,2.73231,7.37844,5.27317,8.10002,12.9361,27.911,10.1542,1.54803,5.00983,6.93825,2.95204,3.65518,4.58791,8.23412,10.9218,15.8599,17.051,21.1626,4.6245
1600023N17Rik,5.80843,7.14615,3.52606,7.79256,6.33509,8.88002,17.2163,8.34919,11.34,18.3262,23.2592,9.23105,8.51419,3.33989,2.31275,6.88808,9.50348,8.60232,13.1746,10.9218,5.04634,6.55809,14.1084,2.31225
1600027J07Rik,0,0.549704,0,0,0.487315,0.683079,0,0,0,0,0,0,0,0,0,1.96802,0.731037,0.573488,0.548941,1.92738,5.76725,0.874411,0,0
1600029I14Rik,0,0.549704,0,0,1.46194,0.683079,0,0.878862,0,1.07801,0,0,0.774017,0,0,0,0,0,0,0,0,0,0,0
1600029O15Rik,5.08238,7.14615,3.52606,7.79256,2.43657,5.46463,0,0.439431,0,1.07801,0,1.84621,3.87008,8.34972,4.6255,6.88808,4.38622,7.45535,28.545,28.9108,15.139,74.325,77.5961,43.9328
1700001C02Rik,0,0,0,0,0,0,0,0,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0.437206,0,0
1700001C19Rik,3.63027,0,0,3.89628,0.97463,1.36616,9.83791,6.59147,9.72003,3.23403,24.8098,2.76931,5.41812,5.00983,4.04731,1.96802,2.19311,0.573488,3.84259,1.92738,2.16272,0.874411,0,0
1700001D01Rik,0,0,0,0,0,0,0,0,0,1.07801,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700001F09Rik,0,0.549704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700001G11Rik,4.35632,3.84793,0,0,4.38583,2.73231,0,7.47033,4.86001,0,0,0,1.54803,1.66994,4.04731,3.93605,1.46207,1.14698,7.13624,4.49723,6.48816,2.18603,0,2.31225
1700001G17Rik,5.80843,4.39763,0,3.89628,2.92389,2.04924,9.83791,5.27317,4.86001,5.39005,0,0.923105,5.41812,5.00983,2.89094,3.93605,5.84829,3.44093,23.0555,10.2794,17.3018,6.12088,7.05419,13.8735
1700001J03Rik,6.53448,8.24556,3.52606,0,10.2336,6.14771,7.37844,11.8646,7.29002,10.7801,0,7.38484,0,0,0,0.984012,0.731037,0.573488,0,0,0,0,3.52709,0
1700001J11Rik,222.172,156.116,165.725,136.37,173.971,199.459,113.136,134.466,110.97,121.815,88.3848,116.311,203.566,210.413,179.238,288.315,320.194,325.168,115.827,127.207,125.438,134.659,116.394,136.423
1700001K19Rik,10.8908,18.1402,14.1043,7.79256,17.056,22.5416,22.1353,18.4561,17.82,22.6382,23.2592,35.078,10.8362,21.7093,20.2366,6.88808,9.50348,16.6312,5.48941,4.49723,2.16272,7.8697,7.05419,4.6245
1700001K23Rik,0,1.09941,0,0,0,0,0,1.31829,0,0,0,2.76931,0,0,1.15637,0,0,0,0,0,0.720906,0.437206,3.52709,0
1700001L05Rik,787.042,775.083,793.364,424.694,449.304,488.401,250.867,279.918,292.411,297.531,291.515,200.314,665.655,858.351,675.901,1261.5,1181.36,1312.14,38.4259,41.76,48.3007,194.557,236.315,191.917
1700001L19Rik,73.3314,49.4734,49.3649,23.3777,29.7262,50.5478,14.7569,16.6984,26.7301,10.7801,9.30366,16.6159,41.0229,30.059,39.8949,62.9768,70.1795,41.2912,6.5873,5.78215,10.0927,12.2418,17.6355,9.249
1700001O22Rik,0.726054,2.19882,0,3.89628,6.33509,0.683079,7.37844,2.63659,4.86001,9.70209,6.20244,4.61552,1.54803,1.66994,2.89094,1.96802,1.46207,5.16139,9.88095,4.49723,3.60453,3.93485,0,4.6245
1700001P01Rik,1.45211,0.549704,3.52606,7.79256,5.36046,3.41539,0,1.75772,1.62,0,0,0,0.774017,0,0,0.984012,0.731037,0.573488,1.64682,0.642461,1.44181,0.437206,0,0
1700003D09Rik,2.17816,0.549704,0,0,0.487315,1.36616,2.45948,2.19716,0,0,0,2.76931,2.32205,5.00983,1.73456,2.95204,2.19311,4.58791,0,0,0.720906,0,0,0
1700003E16Rik,53.728,48.374,49.3649,42.8591,71.148,97.6802,61.487,74.2638,46.1701,54.9785,52.7208,84.0025,79.7237,91.8469,87.3063,99.3852,83.3382,79.7149,26.8981,34.6929,23.7899,20.1115,21.1626,53.1818
1700003F12Rik,0,0,0,0,0.487315,0,2.45948,2.63659,0.810002,1.07801,9.30366,10.1542,30.1867,15.0295,19.0802,3.93605,2.19311,4.01442,2.74471,1.92738,2.88363,0,3.52709,0
1700003G13Rik,0.726054,0,0,0,0,1.36616,0,0.439431,0,0,0,0,1.54803,1.66994,0,0,0,0,0,0,0,0,0,0
1700003G18Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.720906,0,0,0
1700003M02Rik,40.659,42.3272,52.891,38.9628,33.1374,18.4431,14.7569,18.4561,26.7301,14.0141,15.5061,15.6928,6.96615,13.3595,17.9238,33.4564,16.8138,21.2191,1.64682,0.642461,2.88363,19.6743,21.1626,9.249
1700003M07Rik,6.53448,3.29822,7.05213,23.3777,17.056,10.9293,27.0543,19.335,17.82,25.8722,13.9555,17.539,4.6441,6.67977,2.89094,7.8721,3.65518,2.29395,47.7579,40.4751,23.069,10.4929,17.6355,4.6245
1700003P14Rik,0,0,0,0,0,0,0,0.439431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700006H21Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.984012,0,0,0,0,0,0,0,0
1700007B14Rik,1.45211,1.64911,0,0,0.97463,0,2.45948,0.439431,2.43001,0,0,0,0.774017,1.66994,0.578187,0.984012,2.19311,0,0,0,0,0.437206,3.52709,0
1700007F19Rik,0,0,0,0,0.487315,1.36616,0,1.31829,0,0,0,0,0,0,0.578187,2.95204,2.19311,3.44093,0,0,0.720906,0,0,0
1700007G11Rik,2.17816,3.84793,0,0,3.89852,1.36616,2.45948,1.75772,3.24001,1.07801,18.6073,1.84621,2.32205,0,2.31275,3.93605,2.19311,1.72046,0,0,0,6.99529,17.6355,11.5613
1700007J10Rik,1.45211,1.09941,0,0,0.97463,0.683079,2.45948,0.439431,2.43001,0,0,6.46173,0,0,1.15637,0.984012,0,0,0,0.642461,0.720906,1.74882,7.05419,0
1700007K09Rik,1.45211,0,3.52606,7.79256,0,0.683079,2.45948,1.75772,0.810002,0,0,5.53863,0,0,0,0,0,1.14698,0,1.92738,0,0.437206,0,0
1700007K13Rik,14.5211,9.89467,17.6303,15.5851,12.6702,9.5631,7.37844,13.6224,5.67002,9.70209,1.55061,6.46173,2.32205,3.33989,1.73456,5.90407,6.57933,6.88186,4.39153,3.21231,2.16272,3.06044,0,2.31225
1700007L15Rik,3.63027,2.74852,7.05213,3.89628,6.33509,6.83079,4.91896,10.5463,6.48002,18.3262,10.8543,5.53863,10.0622,15.0295,10.9856,7.8721,7.31037,8.02883,18.1151,12.8492,8.65088,3.06044,10.5813,0
1700007P06Rik,2.17816,4.39763,0,0,0.487315,2.04924,0,0,1.62,0,0,0,0,0,0,0.984012,0,0.573488,0,0,0,0.437206,3.52709,0
1700008F21Rik,0.726054,0,0,3.89628,0.487315,0,0,0,0,0,0,0,0,0,0,0,2.19311,0,0,0,0,0.437206,0,0
1700008I05Rik,0,0.549704,0,0,1.46194,0.683079,0,0.878862,0,3.23403,10.8543,0,1.54803,5.00983,0,0.984012,1.46207,0,0,0,0,0.437206,0,0
1700008J07Rik,29.0422,22.5379,38.7867,19.4814,28.7516,33.4709,31.9732,33.8362,29.1601,58.2125,96.1379,39.6935,54.1812,26.7191,35.8476,26.5683,35.0898,36.1298,163.585,147.766,121.833,38.9113,31.7439,71.6798
1700008K24Rik,0,2.19882,0,0,1.94926,0,4.91896,0.439431,0.810002,0,0,3.69242,0,0,0.578187,0,0,0.573488,0,0.642461,0,0,0,0
1700008O03Rik,0.726054,0.549704,7.05213,0,4.87315,0.683079,4.91896,0.878862,2.43001,1.07801,0,0,1.54803,1.66994,4.6255,8.85611,5.84829,2.86744,1.09788,1.28492,0.720906,1.31162,3.52709,2.31225
1700009C05Rik,0.726054,0,0,0,0,0,0,0,0,0,0,0,0.774017,0,0,0,0,0,0,0,0,0,3.52709,0
