ROI,X,Y
1,146,2
1,77,8
1,72,10
1,50,12
1,45,17
1,30,17
1,33,25
1,74,37
1,159,45
1,185,46
1,229,58
2,1,16
2,12,22
2,89,40
2,97,46
2,177,57
2,190,62
2,217,68
2,322,92
2,329,96
2,498,133
3,18,51
3,28,56
3,99,68
3,198,86
3,235,94
3,238,98
3,276,103
3,287,109
3,330,118
3,344,122
3,396,131
3,403,132
3,452,141
4,25,112
4,60,108
4,217,96
5,174,16
5,300,8
6,240,36
6,278,14
6,329,7
6,375,3
7,81,1
7,103,8
7,90,17
7,88,35
7,97,46
7,96,62
7,80,69
8,2,60
8,110,70
9,6,108
9,14,110
9,29,118
9,42,122
9,165,134
9,208,150
9,256,151
9,289,165
9,330,172
9,385,193
10,34,123
10,44,139
10,158,157
10,164,165
10,192,170
10,198,174
10,284,192
10,288,198
10,316,205
11,19,119
11,21,130
11,30,138
11,30,144
11,58,155
11,69,167
11,58,175
11,68,187
11,57,199
11,57,208
11,72,213
11,71,224
11,93,225
11,120,238
12,0,212
12,16,218
12,24,250
13,4,222
13,14,226
14,14,262
14,42,286
14,182,316
14,190,322
14,242,328
14,250,332
14,290,341
14,292,346
14,316,358
15,494,76
15,466,77
15,455,80
15,411,80
15,354,97
16,245,91
16,301,100
17,522,188
17,390,195
17,170,216
18,54,238
18,96,242
19,178,242
19,208,255
20,230,296
20,303,306
20,310,313
20,315,313
21,358,331
21,399,338
22,384,210
22,442,234
23,466,332
23,557,324
24,66,262
24,40,280
24,48,295
24,48,305
24,57,315
24,80,316
25,414,308
25,480,300
26,180,6
26,179,146
26,184,280
26,185,356
27,351,9
27,350,230
27,346,276
27,345,356
