 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,SUM_c05314f4-1f2d-4793-8d6e-18dbf0f78d72.tif:growth cone:1,2.171,365.310,94.637,257.588,195,572,793.036,366,15343
2,SUM_c05314f4-1f2d-4793-8d6e-18dbf0f78d72.tif:growth cone background:1,2.171,123.833,15.204,109.100,97,156,268.825,125,5201
