 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,SUM_f7bd3e12-7638-4821-9e99-c8c7f1061724.tif:cell body:3,90.504,1471.079,819.330,898.871,266.000,3352.000,0.000,0.000,133138.788,1229.000,2575859.000,0,0.000
2,SUM_f7bd3e12-7638-4821-9e99-c8c7f1061724.tif:nucleus:3,45.536,1980.635,738.650,2827.422,464.000,3352.000,0.000,0.000,90190.909,2096.000,1744939.000,0,0.000
3,SUM_f7bd3e12-7638-4821-9e99-c8c7f1061724.tif:cytoplasm:3,44.968,955.080,519.201,464.707,266.000,2632.000,0.000,0.000,42947.880,833.000,830920.000,0,0.000
4,SUM_f7bd3e12-7638-4821-9e99-c8c7f1061724.tif:dendrite 1:3,9.407,450.067,138.393,327.162,286.524,881.000,0.000,0.000,4233.805,404.540,81912.145,0,41.217
5,SUM_f7bd3e12-7638-4821-9e99-c8c7f1061724.tif:dendrite 1 background:3,9.407,127.880,14.953,111.671,108.076,171.546,0.000,0.000,1202.978,125.883,23274.222,0,41.217
6,SUM_f7bd3e12-7638-4821-9e99-c8c7f1061724.tif:dendrite 2:3,6.926,314.459,90.379,320.637,172.515,561.430,0.000,0.000,2177.970,297.928,42137.550,0,30.455
7,SUM_f7bd3e12-7638-4821-9e99-c8c7f1061724.tif:dendrite 2 background:3,6.926,132.861,13.821,130.799,111.031,170.220,0.000,0.000,920.207,130.857,17803.397,0,30.455
8,SUM_f7bd3e12-7638-4821-9e99-c8c7f1061724.tif:dendrite 3:3,0.000,116.000,0.000,116.000,116.000,116.000,99.578,41.150,5.996,116.000,116.000,3,0.000
9,SUM_f7bd3e12-7638-4821-9e99-c8c7f1061724.tif:dendrite 3 background:3,0.000,112.000,0.000,112.000,112.000,112.000,101.852,43.423,5.789,112.000,112.000,3,0.000
10,SUM_f7bd3e12-7638-4821-9e99-c8c7f1061724.tif:AIS:3,8.425,339.122,68.800,310.674,193.450,544.435,0.000,0.000,2857.105,331.669,55276.895,0,36.867
11,SUM_f7bd3e12-7638-4821-9e99-c8c7f1061724.tif:AIS background:3,8.425,208.118,53.160,177.516,141.400,454.812,0.000,0.000,1753.399,184.601,33923.308,0,36.867
