 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,SUM_d1bf963a-0672-4100-b6bc-68d316315df1.tif:growth cone:1,9.665,254.583,60.601,206.590,132,534,2460.670,254,47607
2,SUM_d1bf963a-0672-4100-b6bc-68d316315df1.tif:growth cone background:1,9.665,168.599,56.109,127.977,97,341,1629.592,146,31528
