 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,SUM_70f9ce95-6070-4253-8a08-280930acafb2.tif:growth cone:1,16.178,225.834,70.098,204.730,120,518,3653.557,213,70686
2,SUM_70f9ce95-6070-4253-8a08-280930acafb2.tif:growth cone background:1,16.178,158.514,34.309,123.719,103,311,2564.458,152,49615
