 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,SUM_d0e54998-ecae-4e73-9051-892af28513fa.tif:cell body:1,102.857,857.497,313.460,757.182,195.000,1702.000,0.000,0.000,88199.972,804.500,1706420.000,0,0.000
2,SUM_d0e54998-ecae-4e73-9051-892af28513fa.tif:nucleus:1,50.653,862.163,242.677,821.496,318.000,1640.000,0.000,0.000,43671.499,826.500,844920.000,0,0.000
3,SUM_d0e54998-ecae-4e73-9051-892af28513fa.tif:cytoplasm:1,52.256,852.441,369.669,757.182,195.000,1702.000,0.000,0.000,44544.909,771.000,861818.000,0,0.000
4,SUM_d0e54998-ecae-4e73-9051-892af28513fa.tif:dendrite 1:1,1.757,483.372,82.515,384.135,383.608,653.348,0.000,0.000,849.459,452.608,16434.638,0,7.545
5,SUM_d0e54998-ecae-4e73-9051-892af28513fa.tif:dendrite 1 background:1,1.757,142.378,5.042,139.485,131.422,155.848,0.000,0.000,250.210,142.835,4840.864,0,7.545
6,SUM_d0e54998-ecae-4e73-9051-892af28513fa.tif:dendrite 2:1,0.000,140.000,0.000,140.000,140.000,140.000,51.096,98.896,7.236,140.000,140.000,1,0.000
7,SUM_d0e54998-ecae-4e73-9051-892af28513fa.tif:dendrite 2 background:1,0.000,144.000,0.000,144.000,144.000,144.000,53.370,101.170,7.443,144.000,144.000,1,0.000
8,SUM_d0e54998-ecae-4e73-9051-892af28513fa.tif:dendrite 3:1,0.000,140.000,0.000,140.000,140.000,140.000,51.096,98.896,7.236,140.000,140.000,1,0.000
9,SUM_d0e54998-ecae-4e73-9051-892af28513fa.tif:dendrite 3 background:1,0.000,144.000,0.000,144.000,144.000,144.000,53.370,101.170,7.443,144.000,144.000,1,0.000
10,SUM_d0e54998-ecae-4e73-9051-892af28513fa.tif:AIS:1,2.223,663.252,87.042,610.499,516.564,872.821,0.000,0.000,1474.110,658.293,28519.855,0,9.582
11,SUM_d0e54998-ecae-4e73-9051-892af28513fa.tif:AIS background:1,2.223,138.279,4.514,134.731,130.201,151.094,0.000,0.000,307.332,137.175,5946.008,0,9.582
12,SUM_d0e54998-ecae-4e73-9051-892af28513fa.tif:axon:1,7.340,507.524,136.334,424.280,275.142,895.946,0.000,0.000,3725.010,479.086,72068.411,0,32.195
13,SUM_d0e54998-ecae-4e73-9051-892af28513fa.tif:axon background:1,7.340,137.485,4.597,134.213,129.031,152.511,0.000,0.000,1009.079,136.896,19522.822,0,32.195
14,SUM_d0e54998-ecae-4e73-9051-892af28513fa.tif:growth cone:1,26.774,347.284,103.240,247.484,151.000,671.000,0.000,0.000,9298.155,343.500,179893.000,0,0.000
15,SUM_d0e54998-ecae-4e73-9051-892af28513fa.tif:growth cone background:1,26.774,136.618,6.139,130.037,126.000,165.000,0.000,0.000,3657.796,136.000,70768.000,0,0.000
