 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,SUM_40325ed7-e617-486e-b78f-ac821a57bb2e.tif:growth cone:1,106.682,184.110,63.789,152.389,99,596,19641.320,167,380004
2,SUM_40325ed7-e617-486e-b78f-ac821a57bb2e.tif:growth cone background:1,106.682,113.561,9.733,111.887,89,151,12114.897,113,234389
