 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,SUM_d762c32c-d649-4070-a040-892e8721e318.tif:cell body:1,147.722,830.166,583.430,260.254,159.000,2413.000,0.000,0.000,122633.687,556.500,2372615.000,0,0.000
2,SUM_d762c32c-d649-4070-a040-892e8721e318.tif:nucleus:1,45.588,1521.913,381.743,1752.279,544.000,2413.000,0.000,0.000,69381.045,1573.000,1342327.000,0,0.000
3,SUM_d762c32c-d649-4070-a040-892e8721e318.tif:cytoplasm:1,102.134,521.401,343.973,265.428,159.000,2038.000,0.000,0.000,53252.642,400.000,1030288.000,0,0.000
4,SUM_d762c32c-d649-4070-a040-892e8721e318.tif:dendrite 1:1,3.411,250.207,19.561,237.042,211.058,306.766,0.000,0.000,853.543,251.949,16513.643,0,14.958
5,SUM_d762c32c-d649-4070-a040-892e8721e318.tif:dendrite 1 background:1,3.411,170.259,12.577,174.514,142.675,207.622,0.000,0.000,580.813,168.659,11237.091,0,14.958
6,SUM_d762c32c-d649-4070-a040-892e8721e318.tif:dendrite 2:1,4.962,262.305,34.341,242.145,205.250,353.994,0.000,0.000,1301.549,258.306,25181.296,0,21.651
7,SUM_d762c32c-d649-4070-a040-892e8721e318.tif:dendrite 2 background:1,4.962,162.548,8.621,161.584,141.201,182.449,0.000,0.000,806.556,164.099,15604.575,0,21.651
8,SUM_d762c32c-d649-4070-a040-892e8721e318.tif:dendrite 3:1,0.000,163.000,0.000,163.000,163.000,163.000,108.256,33.989,8.425,163.000,163.000,1,0.000
9,SUM_d762c32c-d649-4070-a040-892e8721e318.tif:dendrite 3 background:1,0.000,158.000,0.000,158.000,158.000,158.000,110.529,36.262,8.167,158.000,158.000,1,0.000
10,SUM_d762c32c-d649-4070-a040-892e8721e318.tif:AIS:1,4.859,443.604,31.523,401.228,388.032,525.916,0.000,0.000,2155.291,442.390,41698.789,0,21.340
11,SUM_d762c32c-d649-4070-a040-892e8721e318.tif:AIS background:1,4.859,170.108,10.448,164.438,149.743,197.665,0.000,0.000,826.484,169.589,15990.136,0,21.340
