 ,Area,Mean,Min,Max,Length,file
1,0.051,9859.548,6775.281,12943.815,0.542,a37ac174-fb71-4de8-9ecd-0265fdd6bd7f.tif
2,0.077,12825.973,7453.555,16090.995,1.984,a37ac174-fb71-4de8-9ecd-0265fdd6bd7f.tif
3,0.051,10695.608,5158.218,16232.997,0.722,a37ac174-fb71-4de8-9ecd-0265fdd6bd7f.tif
4,0.077,8721.084,6821.010,10947.256,1.699,a37ac174-fb71-4de8-9ecd-0265fdd6bd7f.tif
5,0.077,8444.231,6377.412,10296.085,1.555,a37ac174-fb71-4de8-9ecd-0265fdd6bd7f.tif
6,0.051,6555.300,4775.731,8334.869,0.847,a37ac174-fb71-4de8-9ecd-0265fdd6bd7f.tif
7,0.051,8487.028,5380.684,11593.371,0.832,a37ac174-fb71-4de8-9ecd-0265fdd6bd7f.tif
8,0.051,6496.254,4351.023,8641.485,1.106,a37ac174-fb71-4de8-9ecd-0265fdd6bd7f.tif
9,0.051,6928.055,4484.458,9371.652,0.736,a37ac174-fb71-4de8-9ecd-0265fdd6bd7f.tif
10,0.051,7637.201,4612.943,10661.459,0.755,a37ac174-fb71-4de8-9ecd-0265fdd6bd7f.tif
11,0.051,7222.544,4862.873,9582.216,0.801,a37ac174-fb71-4de8-9ecd-0265fdd6bd7f.tif
12,0.026,7143.197,7143.197,7143.197,0.384,a37ac174-fb71-4de8-9ecd-0265fdd6bd7f.tif
13,0.026,10393.327,10393.327,10393.327,0.184,a37ac174-fb71-4de8-9ecd-0265fdd6bd7f.tif
14,0.026,12365.869,12365.869,12365.869,0.286,a37ac174-fb71-4de8-9ecd-0265fdd6bd7f.tif
