 ,Area,Mean,Min,Max,Length,file
1,0.077,16048.657,10232.751,22273.475,1.910,cb727db4-7485-4141-a595-9519ec892d76.tif
2,0.026,24601.424,24601.424,24601.424,0.433,cb727db4-7485-4141-a595-9519ec892d76.tif
3,0.051,31932.450,11816.931,52047.969,1.384,cb727db4-7485-4141-a595-9519ec892d76.tif
4,0.026,17904.998,17904.998,17904.998,0.267,cb727db4-7485-4141-a595-9519ec892d76.tif
5,0.026,22193.898,22193.898,22193.898,0.360,cb727db4-7485-4141-a595-9519ec892d76.tif
6,0.102,16468.270,9331.263,22822.914,2.651,cb727db4-7485-4141-a595-9519ec892d76.tif
7,0.026,21238.961,21238.961,21238.961,0.303,cb727db4-7485-4141-a595-9519ec892d76.tif
8,0.077,13861.939,6247.630,24925.637,1.548,cb727db4-7485-4141-a595-9519ec892d76.tif
9,0.102,13021.926,6223.487,24416.525,2.506,cb727db4-7485-4141-a595-9519ec892d76.tif
10,0.077,11683.668,6492.484,17650.803,2.079,cb727db4-7485-4141-a595-9519ec892d76.tif
11,0.077,15042.126,7170.533,23229.318,1.910,cb727db4-7485-4141-a595-9519ec892d76.tif
12,0.051,15024.814,13054.469,16995.160,1.105,cb727db4-7485-4141-a595-9519ec892d76.tif
13,0.077,10909.167,8050.288,14773.585,2.174,cb727db4-7485-4141-a595-9519ec892d76.tif
14,0.102,11499.595,8626.569,16995.160,2.729,cb727db4-7485-4141-a595-9519ec892d76.tif
15,0.051,15176.460,9720.270,20632.650,1.401,cb727db4-7485-4141-a595-9519ec892d76.tif
16,0.026,20757.199,20757.199,20757.199,0.463,cb727db4-7485-4141-a595-9519ec892d76.tif
17,0.051,16318.371,9416.991,23219.750,1.002,cb727db4-7485-4141-a595-9519ec892d76.tif
18,0.102,19784.287,10522.091,27270.377,2.885,cb727db4-7485-4141-a595-9519ec892d76.tif
