 ,Area,Mean,Min,Max,Length,file
1,0.051,9076.725,6180.620,11972.830,1.218,6c0c1e73-b27a-48f2-b190-04eab9e995c8.tif
2,0.051,9361.573,6675.739,12047.406,0.913,6c0c1e73-b27a-48f2-b190-04eab9e995c8.tif
3,0.102,6937.310,4341.305,11294.318,2.581,6c0c1e73-b27a-48f2-b190-04eab9e995c8.tif
4,0.051,6215.575,4264.794,8166.355,0.806,6c0c1e73-b27a-48f2-b190-04eab9e995c8.tif
5,0.102,5070.950,4094.969,6996.469,2.722,6c0c1e73-b27a-48f2-b190-04eab9e995c8.tif
6,0.077,6198.417,4551.200,8235.614,2.443,6c0c1e73-b27a-48f2-b190-04eab9e995c8.tif
7,0.051,4989.260,3805.515,6173.004,1.441,6c0c1e73-b27a-48f2-b190-04eab9e995c8.tif
8,0.154,4264.959,2778.182,5733.994,4.889,6c0c1e73-b27a-48f2-b190-04eab9e995c8.tif
9,0.077,4723.280,3696.314,5756.256,2.272,6c0c1e73-b27a-48f2-b190-04eab9e995c8.tif
10,0.026,8223.059,8223.059,8223.059,0.279,6c0c1e73-b27a-48f2-b190-04eab9e995c8.tif
11,0.154,5851.410,4156.739,8827.116,4.895,6c0c1e73-b27a-48f2-b190-04eab9e995c8.tif
