 ,Area,Mean,Min,Max,Length,file
1,0.102,7600.378,5727.435,11236.329,2.852,548679b8-5981-4389-a5df-eb977b21c69d.tif
2,0.077,9158.157,7005.501,10258.104,2.133,548679b8-5981-4389-a5df-eb977b21c69d.tif
3,0.051,7476.430,5836.251,9116.608,1.234,548679b8-5981-4389-a5df-eb977b21c69d.tif
4,0.128,7265.999,4639.003,9101.580,4.421,548679b8-5981-4389-a5df-eb977b21c69d.tif
5,0.051,9337.353,5519.193,13155.513,0.828,548679b8-5981-4389-a5df-eb977b21c69d.tif
6,0.051,6488.657,4359.233,8618.081,0.983,548679b8-5981-4389-a5df-eb977b21c69d.tif
7,0.026,11446.913,11446.913,11446.913,0.486,548679b8-5981-4389-a5df-eb977b21c69d.tif
8,0.051,6279.167,5053.383,7504.951,0.747,548679b8-5981-4389-a5df-eb977b21c69d.tif
9,0.051,7310.276,5435.485,9185.066,1.439,548679b8-5981-4389-a5df-eb977b21c69d.tif
10,0.128,6341.209,4391.694,9101.000,4.103,548679b8-5981-4389-a5df-eb977b21c69d.tif
11,0.077,6431.106,4247.994,7839.598,1.781,548679b8-5981-4389-a5df-eb977b21c69d.tif
12,0.026,10951.364,10951.364,10951.364,0.447,548679b8-5981-4389-a5df-eb977b21c69d.tif
13,0.026,5671.351,5671.351,5671.351,0.291,548679b8-5981-4389-a5df-eb977b21c69d.tif
14,0.077,4307.837,3692.451,4751.913,1.543,548679b8-5981-4389-a5df-eb977b21c69d.tif
