 ,Area,Mean,Min,Max,Length,file
1,0.051,30152.671,16623.432,43681.910,0.819,5632617c-0909-44d2-8660-28f56be41c5c.tif
2,0.102,27344.822,11456.484,40233.859,3.019,5632617c-0909-44d2-8660-28f56be41c5c.tif
3,0.077,23170.321,10212.133,38462.426,1.698,5632617c-0909-44d2-8660-28f56be41c5c.tif
4,0.102,25973.117,13115.826,42110.934,2.882,5632617c-0909-44d2-8660-28f56be41c5c.tif
5,0.026,32369.043,32369.043,32369.043,0.306,5632617c-0909-44d2-8660-28f56be41c5c.tif
6,0.051,38033.955,25383.457,50684.453,1.310,5632617c-0909-44d2-8660-28f56be41c5c.tif
7,0.128,19321.093,11502.732,33067.246,4.320,5632617c-0909-44d2-8660-28f56be41c5c.tif
8,0.102,25135.996,16353.417,33722.543,2.723,5632617c-0909-44d2-8660-28f56be41c5c.tif
9,0.051,20475.719,15014.259,25937.180,1.233,5632617c-0909-44d2-8660-28f56be41c5c.tif
10,0.077,19625.128,13258.722,29079.988,1.652,5632617c-0909-44d2-8660-28f56be41c5c.tif
11,0.077,22056.903,10644.057,41090.012,1.945,5632617c-0909-44d2-8660-28f56be41c5c.tif
12,0.077,26849.872,23163.230,33404.113,2.198,5632617c-0909-44d2-8660-28f56be41c5c.tif
13,0.128,22708.059,11026.800,38719.645,4.197,5632617c-0909-44d2-8660-28f56be41c5c.tif
