 ,Area,Mean,Min,Max,Length,file
1,0.051,23596.586,13037.309,34155.863,1.186,801dc203-ed56-429e-ad5e-f31bb9984d5b.tif
2,0.102,15741.219,14507.849,19104.826,2.797,801dc203-ed56-429e-ad5e-f31bb9984d5b.tif
3,0.051,27109.099,25102.092,29116.105,1.451,801dc203-ed56-429e-ad5e-f31bb9984d5b.tif
4,0.128,17498.763,9082.592,30505.482,3.895,801dc203-ed56-429e-ad5e-f31bb9984d5b.tif
5,0.282,12049.842,6675.132,39343.441,9.890,801dc203-ed56-429e-ad5e-f31bb9984d5b.tif
6,0.077,19529.700,10889.907,28067.389,1.795,801dc203-ed56-429e-ad5e-f31bb9984d5b.tif
7,0.154,18958.774,9865.371,26158.701,4.817,801dc203-ed56-429e-ad5e-f31bb9984d5b.tif
8,0.077,13466.956,9605.443,19408.051,2.092,801dc203-ed56-429e-ad5e-f31bb9984d5b.tif
9,0.026,18287.385,18287.385,18287.385,0.466,801dc203-ed56-429e-ad5e-f31bb9984d5b.tif
10,0.077,17214.681,14002.014,21378.480,1.893,801dc203-ed56-429e-ad5e-f31bb9984d5b.tif
11,0.051,17000.117,15115.037,18885.197,1.343,801dc203-ed56-429e-ad5e-f31bb9984d5b.tif
