 ,Area,Mean,Min,Max,Length,file
1,0.077,15145.340,10476.839,21231.477,1.982,c63c2bf0-35d7-47df-885f-732c5704f58c.tif
2,0.102,21061.841,14626.532,28625.906,3.200,c63c2bf0-35d7-47df-885f-732c5704f58c.tif
3,0.102,13435.412,6676.438,23572.705,2.828,c63c2bf0-35d7-47df-885f-732c5704f58c.tif
4,0.128,13230.483,5178.346,24723.984,4.397,c63c2bf0-35d7-47df-885f-732c5704f58c.tif
5,0.051,16438.314,11844.606,21032.021,0.948,c63c2bf0-35d7-47df-885f-732c5704f58c.tif
6,0.051,14157.375,9287.739,19027.012,1.177,c63c2bf0-35d7-47df-885f-732c5704f58c.tif
7,0.077,11525.235,7733.558,15976.941,1.562,c63c2bf0-35d7-47df-885f-732c5704f58c.tif
8,0.077,11558.987,9453.354,14118.271,2.372,c63c2bf0-35d7-47df-885f-732c5704f58c.tif
9,0.051,11591.227,7761.445,15421.008,0.635,c63c2bf0-35d7-47df-885f-732c5704f58c.tif
10,0.102,11397.913,6922.060,16002.056,3.451,c63c2bf0-35d7-47df-885f-732c5704f58c.tif
