 ,Area,Mean,Min,Max,Length,file
1,0.102,8953.397,5006.443,17273.613,3.067,88426541-3c0f-43bf-aa8e-8701a1cf4f13.tif
2,0.077,11048.827,6654.479,18174.869,1.777,88426541-3c0f-43bf-aa8e-8701a1cf4f13.tif
3,0.077,8974.466,5945.925,11215.543,2.008,88426541-3c0f-43bf-aa8e-8701a1cf4f13.tif
4,0.128,10084.113,5471.868,18171.086,4.118,88426541-3c0f-43bf-aa8e-8701a1cf4f13.tif
5,0.102,6699.466,3809.564,10353.743,2.658,88426541-3c0f-43bf-aa8e-8701a1cf4f13.tif
6,0.102,7060.777,4258.266,13309.889,3.434,88426541-3c0f-43bf-aa8e-8701a1cf4f13.tif
7,0.102,6876.997,3992.039,12258.403,3.218,88426541-3c0f-43bf-aa8e-8701a1cf4f13.tif
8,0.102,7559.097,5739.856,12521.812,2.932,88426541-3c0f-43bf-aa8e-8701a1cf4f13.tif
9,0.128,13076.646,5037.746,18810.771,3.906,88426541-3c0f-43bf-aa8e-8701a1cf4f13.tif
10,0.077,7735.877,5302.626,11555.347,2.353,88426541-3c0f-43bf-aa8e-8701a1cf4f13.tif
11,0.077,8747.668,5111.010,13779.580,2.213,88426541-3c0f-43bf-aa8e-8701a1cf4f13.tif
12,0.026,15869.519,15869.519,15869.519,0.314,88426541-3c0f-43bf-aa8e-8701a1cf4f13.tif
