 ,Area,Mean,Min,Max,Length,file
1,0.051,22422.916,21315.779,23530.053,1.341,cef2bd79-50bb-4649-92a8-0cf042fab150.tif
2,0.128,14640.198,7963.780,31968.961,3.619,cef2bd79-50bb-4649-92a8-0cf042fab150.tif
3,0.051,14050.989,7369.885,20732.092,1.245,cef2bd79-50bb-4649-92a8-0cf042fab150.tif
4,0.051,17615.355,8500.469,26730.242,1.158,cef2bd79-50bb-4649-92a8-0cf042fab150.tif
5,0.051,17602.330,9735.993,25468.666,0.765,cef2bd79-50bb-4649-92a8-0cf042fab150.tif
6,0.051,26120.865,11884.281,40357.449,0.542,cef2bd79-50bb-4649-92a8-0cf042fab150.tif
7,0.026,19172.727,19172.727,19172.727,0.484,cef2bd79-50bb-4649-92a8-0cf042fab150.tif
8,0.051,12380.134,6140.200,18620.068,1.099,cef2bd79-50bb-4649-92a8-0cf042fab150.tif
9,0.026,26425.246,26425.246,26425.246,0.253,cef2bd79-50bb-4649-92a8-0cf042fab150.tif
10,0.026,16752.131,16752.131,16752.131,0.226,cef2bd79-50bb-4649-92a8-0cf042fab150.tif
