 ,Area,Mean,Min,Max,Length,file
1,0.102,6750.542,5469.237,7833.792,2.767,a93c23f2-9883-44e8-8219-a2a59b3c6a4a.tif
2,0.051,6205.108,5052.520,7357.696,0.523,a93c23f2-9883-44e8-8219-a2a59b3c6a4a.tif
3,0.051,7576.193,5824.370,9328.017,1.060,a93c23f2-9883-44e8-8219-a2a59b3c6a4a.tif
4,0.077,7833.930,5778.354,11489.246,2.221,a93c23f2-9883-44e8-8219-a2a59b3c6a4a.tif
5,0.026,9706.389,9706.389,9706.389,0.284,a93c23f2-9883-44e8-8219-a2a59b3c6a4a.tif
6,0.051,7839.707,4442.798,11236.616,0.842,a93c23f2-9883-44e8-8219-a2a59b3c6a4a.tif
7,0.077,6564.950,5590.643,7585.038,2.022,a93c23f2-9883-44e8-8219-a2a59b3c6a4a.tif
8,0.077,5520.034,4871.690,6379.768,1.711,a93c23f2-9883-44e8-8219-a2a59b3c6a4a.tif
9,0.102,6672.250,5875.777,8371.526,2.958,a93c23f2-9883-44e8-8219-a2a59b3c6a4a.tif
10,0.077,6071.208,3752.853,7927.575,2.145,a93c23f2-9883-44e8-8219-a2a59b3c6a4a.tif
11,0.077,6658.797,4163.271,8737.566,2.418,a93c23f2-9883-44e8-8219-a2a59b3c6a4a.tif
