 ,Area,Mean,Min,Max,Length,file
1,0.077,5155.593,3495.460,7287.831,1.611,838682cf-4911-481d-ac60-c139b6829c71.tif
2,0.102,7120.178,4983.440,11153.211,3.437,838682cf-4911-481d-ac60-c139b6829c71.tif
3,0.051,6827.976,3612.196,10043.756,0.846,838682cf-4911-481d-ac60-c139b6829c71.tif
4,0.026,7787.188,7787.188,7787.188,0.303,838682cf-4911-481d-ac60-c139b6829c71.tif
5,0.077,5567.499,3482.244,8146.036,2.299,838682cf-4911-481d-ac60-c139b6829c71.tif
6,0.128,4163.503,3101.880,5712.390,4.424,838682cf-4911-481d-ac60-c139b6829c71.tif
7,0.128,4592.110,3287.440,6188.711,3.705,838682cf-4911-481d-ac60-c139b6829c71.tif
8,0.051,5765.976,4384.272,7147.680,0.743,838682cf-4911-481d-ac60-c139b6829c71.tif
9,0.128,4368.365,3177.946,5561.635,3.673,838682cf-4911-481d-ac60-c139b6829c71.tif
10,0.026,8813.879,8813.879,8813.879,0.327,838682cf-4911-481d-ac60-c139b6829c71.tif
11,0.026,5620.398,5620.398,5620.398,0.459,838682cf-4911-481d-ac60-c139b6829c71.tif
12,0.128,4492.596,3177.856,5319.583,3.830,838682cf-4911-481d-ac60-c139b6829c71.tif
