 ,Area,Mean,Min,Max,Length,file
1,0.102,9552.251,4668.278,15922.971,3.328,fb4644e2-902b-4c58-b777-0bc2042d9768.tif
2,0.077,13584.050,10671.997,18506.107,1.558,fb4644e2-902b-4c58-b777-0bc2042d9768.tif
3,0.077,11767.457,8518.071,18265.277,2.030,fb4644e2-902b-4c58-b777-0bc2042d9768.tif
4,0.051,13385.239,6538.398,20232.080,1.395,fb4644e2-902b-4c58-b777-0bc2042d9768.tif
5,0.026,16086.640,16086.640,16086.640,0.311,fb4644e2-902b-4c58-b777-0bc2042d9768.tif
6,0.051,20524.658,14443.224,26606.092,1.198,fb4644e2-902b-4c58-b777-0bc2042d9768.tif
7,0.051,11405.537,7018.496,15792.579,1.497,fb4644e2-902b-4c58-b777-0bc2042d9768.tif
8,0.077,13039.428,8514.246,16637.090,2.264,fb4644e2-902b-4c58-b777-0bc2042d9768.tif
9,0.026,22880.049,22880.049,22880.049,0.412,fb4644e2-902b-4c58-b777-0bc2042d9768.tif
10,0.077,10558.790,5260.244,19359.141,2.204,fb4644e2-902b-4c58-b777-0bc2042d9768.tif
11,0.026,15894.009,15894.009,15894.009,0.231,fb4644e2-902b-4c58-b777-0bc2042d9768.tif
12,0.102,9797.484,7596.689,13126.728,3.380,fb4644e2-902b-4c58-b777-0bc2042d9768.tif
13,0.077,10849.632,6884.114,14369.415,2.227,fb4644e2-902b-4c58-b777-0bc2042d9768.tif
14,0.026,18142.105,18142.105,18142.105,0.358,fb4644e2-902b-4c58-b777-0bc2042d9768.tif
15,0.128,9203.361,4826.316,20735.129,3.531,fb4644e2-902b-4c58-b777-0bc2042d9768.tif
16,0.026,15823.725,15823.725,15823.725,0.384,fb4644e2-902b-4c58-b777-0bc2042d9768.tif
17,0.077,8486.656,5003.955,13192.206,2.226,fb4644e2-902b-4c58-b777-0bc2042d9768.tif
18,0.077,9381.360,6524.882,13174.820,2.378,fb4644e2-902b-4c58-b777-0bc2042d9768.tif
