 ,Area,Mean,Min,Max,Length,file
1,0.051,26311.119,12818.194,39804.043,1.408,d85b5a66-4c16-4405-a79d-6c46cdbe4920.tif
2,0.051,34282.413,18338.318,50226.508,1.428,d85b5a66-4c16-4405-a79d-6c46cdbe4920.tif
3,0.051,30694.524,19758.541,41630.508,0.979,d85b5a66-4c16-4405-a79d-6c46cdbe4920.tif
4,0.128,22719.431,15890.145,29839.756,3.773,d85b5a66-4c16-4405-a79d-6c46cdbe4920.tif
5,0.102,16833.609,11014.344,26766.496,3.064,d85b5a66-4c16-4405-a79d-6c46cdbe4920.tif
6,0.077,25568.674,15532.963,34529.957,1.798,d85b5a66-4c16-4405-a79d-6c46cdbe4920.tif
7,0.102,16332.644,7923.848,30915.197,3.475,d85b5a66-4c16-4405-a79d-6c46cdbe4920.tif
8,0.102,15395.515,8278.660,31959.686,2.889,d85b5a66-4c16-4405-a79d-6c46cdbe4920.tif
9,0.077,27808.588,13038.759,46774.199,2.303,d85b5a66-4c16-4405-a79d-6c46cdbe4920.tif
10,0.102,21648.389,9054.092,36631.848,3.260,d85b5a66-4c16-4405-a79d-6c46cdbe4920.tif
11,0.102,15277.593,8917.766,26428.701,2.852,d85b5a66-4c16-4405-a79d-6c46cdbe4920.tif
12,0.026,23423.914,23423.914,23423.914,0.277,d85b5a66-4c16-4405-a79d-6c46cdbe4920.tif
