 ,Area,Mean,Min,Max,Length,file
1,0.026,9462.212,9462.212,9462.212,0.413,733f41d1-ea4a-472e-9ec2-db44ccd2c29f.tif
2,0.051,6335.121,4216.626,8453.615,0.763,733f41d1-ea4a-472e-9ec2-db44ccd2c29f.tif
3,0.051,7082.178,5643.667,8520.689,1.353,733f41d1-ea4a-472e-9ec2-db44ccd2c29f.tif
4,0.077,5362.954,3639.839,8317.783,2.168,733f41d1-ea4a-472e-9ec2-db44ccd2c29f.tif
5,0.051,6190.648,4003.927,8377.368,0.591,733f41d1-ea4a-472e-9ec2-db44ccd2c29f.tif
6,0.077,5440.893,4543.081,6277.845,2.260,733f41d1-ea4a-472e-9ec2-db44ccd2c29f.tif
7,0.077,5768.345,4394.670,6670.251,1.901,733f41d1-ea4a-472e-9ec2-db44ccd2c29f.tif
8,0.077,4808.478,4049.137,5497.519,1.928,733f41d1-ea4a-472e-9ec2-db44ccd2c29f.tif
9,0.051,7181.908,4629.417,9734.398,0.999,733f41d1-ea4a-472e-9ec2-db44ccd2c29f.tif
10,0.077,5668.724,4923.378,7129.762,2.058,733f41d1-ea4a-472e-9ec2-db44ccd2c29f.tif
11,0.102,5624.642,3475.955,7729.172,3.171,733f41d1-ea4a-472e-9ec2-db44ccd2c29f.tif
12,0.051,7385.138,6277.758,8492.519,0.680,733f41d1-ea4a-472e-9ec2-db44ccd2c29f.tif
13,0.026,8055.382,8055.382,8055.382,0.234,733f41d1-ea4a-472e-9ec2-db44ccd2c29f.tif
