 ,Area,Mean,Min,Max,Length,file
1,0.051,21873.029,16002.707,27743.352,1.079,6a0c7d47-bc54-4f8b-965b-ecebde2a4f40.tif
2,0.077,14945.499,11280.912,22026.643,2.014,6a0c7d47-bc54-4f8b-965b-ecebde2a4f40.tif
3,0.051,17068.016,10566.436,23569.596,0.650,6a0c7d47-bc54-4f8b-965b-ecebde2a4f40.tif
4,0.051,20336.298,14610.141,26062.455,0.736,6a0c7d47-bc54-4f8b-965b-ecebde2a4f40.tif
5,0.051,20711.112,16075.697,25346.527,0.991,6a0c7d47-bc54-4f8b-965b-ecebde2a4f40.tif
6,0.026,36955.172,36955.172,36955.172,0.381,6a0c7d47-bc54-4f8b-965b-ecebde2a4f40.tif
7,0.026,23532.594,23532.594,23532.594,0.331,6a0c7d47-bc54-4f8b-965b-ecebde2a4f40.tif
8,0.026,28246.365,28246.365,28246.365,0.259,6a0c7d47-bc54-4f8b-965b-ecebde2a4f40.tif
9,0.051,20570.435,13077.147,28063.723,0.705,6a0c7d47-bc54-4f8b-965b-ecebde2a4f40.tif
10,0.051,13658.871,8915.574,18402.168,0.588,6a0c7d47-bc54-4f8b-965b-ecebde2a4f40.tif
11,0.026,39368.816,39368.816,39368.816,0.407,6a0c7d47-bc54-4f8b-965b-ecebde2a4f40.tif
12,0.051,18937.186,15609.703,22264.668,0.683,6a0c7d47-bc54-4f8b-965b-ecebde2a4f40.tif
13,0.026,22142.617,22142.617,22142.617,0.493,6a0c7d47-bc54-4f8b-965b-ecebde2a4f40.tif
14,0.026,39547.797,39547.797,39547.797,0.466,6a0c7d47-bc54-4f8b-965b-ecebde2a4f40.tif
15,0.026,29573.756,29573.756,29573.756,0.279,6a0c7d47-bc54-4f8b-965b-ecebde2a4f40.tif
16,0.077,19186.925,16004.301,21652.816,1.847,6a0c7d47-bc54-4f8b-965b-ecebde2a4f40.tif
17,0.026,20460.176,20460.176,20460.176,0.457,6a0c7d47-bc54-4f8b-965b-ecebde2a4f40.tif
18,0.051,19412.169,14810.904,24013.434,0.542,6a0c7d47-bc54-4f8b-965b-ecebde2a4f40.tif
