 ,Area,Mean,Min,Max,Length,file
1,0.077,44839.389,22467.635,64429.473,1.801,db240061-fa82-4820-a8b7-1f8dc1891972.tif
2,0.102,36138.525,16107.771,53196.750,3.437,db240061-fa82-4820-a8b7-1f8dc1891972.tif
3,0.026,40218.926,40218.926,40218.926,0.259,db240061-fa82-4820-a8b7-1f8dc1891972.tif
4,0.026,43095.164,43095.164,43095.164,0.259,db240061-fa82-4820-a8b7-1f8dc1891972.tif
5,0.026,37695.227,37695.227,37695.227,0.228,db240061-fa82-4820-a8b7-1f8dc1891972.tif
6,0.051,18832.246,13429.045,24235.447,1.409,db240061-fa82-4820-a8b7-1f8dc1891972.tif
7,0.102,18645.138,10221.802,28548.826,2.864,db240061-fa82-4820-a8b7-1f8dc1891972.tif
8,0.026,35863.371,35863.371,35863.371,0.287,db240061-fa82-4820-a8b7-1f8dc1891972.tif
9,0.026,36456.984,36456.984,36456.984,0.261,db240061-fa82-4820-a8b7-1f8dc1891972.tif
10,0.077,36495.524,12648.251,63070.023,2.370,db240061-fa82-4820-a8b7-1f8dc1891972.tif
11,0.051,26543.036,17651.854,35434.219,1.101,db240061-fa82-4820-a8b7-1f8dc1891972.tif
12,0.077,19697.807,12566.506,24757.922,2.326,db240061-fa82-4820-a8b7-1f8dc1891972.tif
