 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_i3-10_SLC38A1_2_BOTH.tif:cell body:1,101.720,94.814,35.255,90.000,10.000,202.000,0.000,0.000,9644.510,94.000,186594.000,0,0.000
2,MAX_i3-10_SLC38A1_2_BOTH.tif:nucleus:1,52.462,98.386,22.724,90.000,40.000,194.000,0.000,0.000,5161.581,94.000,99862.000,0,0.000
3,MAX_i3-10_SLC38A1_2_BOTH.tif:cytoplasm:1,49.258,91.009,44.608,23.000,10.000,202.000,0.000,0.000,4482.929,93.000,86732.000,0,0.000
4,MAX_i3-10_SLC38A1_2_BOTH.tif:dendrite 1:1,1.861,54.107,11.353,46.847,37.684,83.230,0.000,0.000,100.679,51.512,1947.859,0,8.058
5,MAX_i3-10_SLC38A1_2_BOTH.tif:dendrite 1 background:1,1.861,8.515,2.125,6.897,5.084,17.464,0.000,0.000,15.844,8.296,306.546,0,8.058
6,MAX_i3-10_SLC38A1_2_BOTH.tif:dendrite 2:1,0.000,8.000,0.000,8.000,8.000,8.000,58.372,98.044,0.413,8.000,8.000,1,0.000
7,MAX_i3-10_SLC38A1_2_BOTH.tif:dendrite 2 background:1,0.000,4.000,0.000,4.000,4.000,4.000,60.645,100.317,0.207,4.000,4.000,1,0.000
8,MAX_i3-10_SLC38A1_2_BOTH.tif:dendrite 3:1,0.000,8.000,0.000,8.000,8.000,8.000,58.372,98.044,0.413,8.000,8.000,1,0.000
9,MAX_i3-10_SLC38A1_2_BOTH.tif:dendrite 3 background:1,0.000,4.000,0.000,4.000,4.000,4.000,60.645,100.317,0.207,4.000,4.000,1,0.000
10,MAX_i3-10_SLC38A1_2_BOTH.tif:AIS:1,2.946,125.346,14.669,118.600,94.411,158.582,0.000,0.000,369.292,122.171,7144.750,0,12.798
11,MAX_i3-10_SLC38A1_2_BOTH.tif:AIS background:1,2.946,8.574,1.538,9.003,4.575,12.701,0.000,0.000,25.259,8.778,488.696,0,12.798
12,MAX_i3-10_SLC38A1_2_BOTH.tif:axon:1,7.185,111.635,21.557,99.946,62.043,163.647,0.000,0.000,802.041,111.667,15517.218,0,31.502
13,MAX_i3-10_SLC38A1_2_BOTH.tif:axon background:1,7.185,8.269,1.607,8.562,4.268,14.992,0.000,0.000,59.412,8.379,1149.454,0,31.502
14,MAX_i3-10_SLC38A1_2_BOTH.tif:growth cone:1,289.861,20.542,12.729,9.000,4.000,104.000,0.000,0.000,5954.359,16.000,115200.000,0,0.000
15,MAX_i3-10_SLC38A1_2_BOTH.tif:growth cone background:1,290.017,7.423,2.242,9.000,3.000,27.000,0.000,0.000,2152.666,7.000,41648.000,0,0.000
