 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_i3-10_SLC38A1_4_BOTH.tif:cell body:1,43.727,90.005,32.283,71.000,17.000,183.000,0.000,0.000,3935.666,88.000,76144.000,0,0.000
2,MAX_i3-10_SLC38A1_4_BOTH.tif:nucleus:1,31.374,90.328,31.177,66.000,17.000,183.000,0.000,0.000,2833.954,86.000,54829.000,0,0.000
3,MAX_i3-10_SLC38A1_4_BOTH.tif:cytoplasm:1,12.405,88.921,35.153,71.000,20.000,168.000,0.000,0.000,1103.055,90.000,21341.000,0,0.000
4,MAX_i3-10_SLC38A1_4_BOTH.tif:dendrite 1:1,2.274,75.412,18.764,49.785,49.657,115.085,0.000,0.000,171.505,71.693,3318.133,0,9.883
5,MAX_i3-10_SLC38A1_4_BOTH.tif:dendrite 1 background:1,2.274,7.353,1.076,6.336,5.105,10.585,0.000,0.000,16.723,7.464,323.549,0,9.883
6,MAX_i3-10_SLC38A1_4_BOTH.tif:dendrite 2:1,2.171,43.355,12.746,32.424,20.080,75.040,0.000,0.000,94.117,39.673,1820.907,0,9.363
7,MAX_i3-10_SLC38A1_4_BOTH.tif:dendrite 2 background:1,2.171,7.276,1.202,6.007,4.539,10.855,0.000,0.000,15.795,7.357,305.583,0,9.363
8,MAX_i3-10_SLC38A1_4_BOTH.tif:dendrite 3:1,0.000,9.000,0.000,9.000,9.000,9.000,84.232,85.597,0.465,9.000,9.000,1,0.000
9,MAX_i3-10_SLC38A1_4_BOTH.tif:dendrite 3 background:1,0.000,7.000,0.000,7.000,7.000,7.000,86.506,87.870,0.362,7.000,7.000,1,0.000
10,MAX_i3-10_SLC38A1_4_BOTH.tif:AIS:1,4.393,82.604,14.650,80.385,53.709,118.440,0.000,0.000,362.913,81.681,7021.331,0,19.136
11,MAX_i3-10_SLC38A1_4_BOTH.tif:AIS background:1,4.393,8.045,2.008,9.000,3.911,18.149,0.000,0.000,35.343,8.170,683.793,0,19.136
12,MAX_i3-10_SLC38A1_4_BOTH.tif:axon:1,16.126,71.182,19.543,56.640,27.105,123.424,0.000,0.000,1147.905,70.533,22208.710,0,70.876
13,MAX_i3-10_SLC38A1_4_BOTH.tif:axon background:1,16.126,8.349,3.754,9.009,4.275,40.452,0.000,0.000,134.643,7.827,2604.965,0,70.876
14,MAX_i3-10_SLC38A1_4_BOTH.tif:growth cone:1,43.572,29.800,16.463,13.000,4.000,110.000,0.000,0.000,1298.433,27.000,25121.000,0,0.000
15,MAX_i3-10_SLC38A1_4_BOTH.tif:growth cone background:1,43.572,7.065,2.068,7.000,3.000,20.000,0.000,0.000,307.849,7.000,5956.000,0,0.000
