 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,SUM_449d8bdd-5482-45bc-9d48-c7484521ae2c.tif:growth cone:1,12.560,271.115,114.249,150.104,82,673,3405.201,258,65881
2,SUM_449d8bdd-5482-45bc-9d48-c7484521ae2c.tif:growth cone background:1,12.560,285.185,73.593,245.498,143,486,3581.919,283,69300
