 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_H89_2_BOTH.tif:cell body:1,168.759,43.730,32.734,13.000,4.000,239.000,0.000,0.000,7379.787,33.000,142778.000,0,0.000
2,MAX_H89_2_BOTH.tif:nucleus:1,46.673,82.632,23.058,69.000,42.000,239.000,0.000,0.000,3856.739,78.000,74617.000,0,0.000
3,MAX_H89_2_BOTH.tif:cytoplasm:1,122.085,28.857,21.866,13.000,4.000,187.000,0.000,0.000,3523.047,21.000,68161.000,0,0.000
4,MAX_H89_2_BOTH.tif:dendrite 1:1,1.292,9.352,1.859,7.011,6.465,12.676,0.000,0.000,12.084,9.052,233.799,0,5.467
5,MAX_H89_2_BOTH.tif:dendrite 1 background:1,1.292,4.586,0.621,3.996,3.527,5.905,0.000,0.000,5.926,4.611,114.652,0,5.467
6,MAX_H89_2_BOTH.tif:dendrite 2:1,0.000,3.000,0.000,3.000,3.000,3.000,84.687,72.865,0.155,3.000,3.000,1,0.000
7,MAX_H89_2_BOTH.tif:dendrite 2 background:1,0.000,5.000,0.000,5.000,5.000,5.000,86.961,75.139,0.258,5.000,5.000,1,0.000
8,MAX_H89_2_BOTH.tif:dendrite 3:1,0.000,3.000,0.000,3.000,3.000,3.000,84.687,72.865,0.155,3.000,3.000,1,0.000
9,MAX_H89_2_BOTH.tif:dendrite 3 background:1,0.000,5.000,0.000,5.000,5.000,5.000,86.961,75.139,0.258,5.000,5.000,1,0.000
10,MAX_H89_2_BOTH.tif:AIS:1,3.153,20.843,4.756,21.845,12.002,34.202,0.000,0.000,65.716,20.878,1271.410,0,13.787
11,MAX_H89_2_BOTH.tif:AIS background:1,3.153,4.552,1.129,4.004,3.045,10.161,0.000,0.000,14.352,4.364,277.665,0,13.787
12,MAX_H89_2_BOTH.tif:axon:1,10.544,18.446,5.255,19.603,7.336,39.217,0.000,0.000,194.497,18.037,3762.969,0,46.283
13,MAX_H89_2_BOTH.tif:axon background:1,10.544,4.454,0.838,3.997,3.057,8.586,0.000,0.000,46.962,4.319,908.583,0,46.283
14,MAX_H89_2_BOTH.tif:growth cone:1,13.439,24.312,16.612,7.000,4.000,74.000,0.000,0.000,326.714,20.000,6321.000,0,0.000
15,MAX_H89_2_BOTH.tif:growth cone background:1,13.439,4.608,1.430,4.000,3.000,17.000,0.000,0.000,61.921,4.000,1198.000,0,0.000
