 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen,Length
1,MAX_DMSO-for-H89_3_BOTH.tif:cell body:1,264.121,49.748,40.430,11.000,4.000,216.000,13139.388,34.000,254210.000,0.000
2,MAX_DMSO-for-H89_3_BOTH.tif:nucleus:1,67.555,105.447,20.802,93.000,56.000,216.000,7123.470,103.000,137819.000,0.000
3,MAX_DMSO-for-H89_3_BOTH.tif:cytoplasm:1,196.566,30.605,24.795,11.000,4.000,168.000,6015.918,22.000,116391.000,0.000
4,MAX_DMSO-for-H89_3_BOTH.tif:dendrite 1:1,4.290,9.080,2.647,6.987,5.100,16.743,38.955,8.431,753.670,18.692
5,MAX_DMSO-for-H89_3_BOTH.tif:dendrite 1 background:1,4.290,4.648,1.238,4.010,3.066,10.500,19.942,4.273,385.816,18.692
6,MAX_DMSO-for-H89_3_BOTH.tif:dendrite 2:1,4.548,8.622,2.579,5.543,4.985,15.555,39.218,8.155,758.752,19.815
7,MAX_DMSO-for-H89_3_BOTH.tif:dendrite 2 background:1,4.548,4.907,1.409,3.464,3.000,9.785,22.319,4.511,431.808,19.815
8,MAX_DMSO-for-H89_3_BOTH.tif:dendrite 3:1,2.998,8.695,2.184,9.384,5.236,16.127,26.065,8.287,504.287,13.119
9,MAX_DMSO-for-H89_3_BOTH.tif:dendrite 3 background:1,2.998,4.578,1.106,3.999,3.113,8.576,13.726,4.352,265.552,13.119
10,MAX_DMSO-for-H89_3_BOTH.tif:AIS:1,5.582,39.218,7.664,32.501,21.947,63.837,218.923,38.527,4235.534,24.459
11,MAX_DMSO-for-H89_3_BOTH.tif:AIS background:1,5.582,4.771,1.009,4.540,3.010,10.474,26.633,4.644,515.270,24.459
12,MAX_DMSO-for-H89_3_BOTH.tif:axon:1,19.331,25.167,12.888,35.600,6.684,60.521,486.510,25.462,9412.595,85.037
13,MAX_DMSO-for-H89_3_BOTH.tif:axon background:1,19.331,5.091,3.695,3.984,3.000,41.764,98.419,4.292,1904.133,85.037
14,MAX_DMSO-for-H89_3_BOTH.tif:growth cone:1,42.745,9.827,5.623,6.000,4.000,45.000,420.061,8.000,8127.000,0.000
15,MAX_DMSO-for-H89_3_BOTH.tif:growth cone background:1,42.745,4.244,1.133,4.000,3.000,16.000,181.422,4.000,3510.000,0.000
