 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_H89_3_BOTH.tif:cell body:1,248.150,49.018,33.419,12.000,5.000,180.000,0.000,0.000,12163.742,38.000,235334.000,0,0.000
2,MAX_H89_3_BOTH.tif:nucleus:1,60.474,87.976,20.254,77.000,45.000,180.000,0.000,0.000,5320.261,85.000,102932.000,0,0.000
3,MAX_H89_3_BOTH.tif:cytoplasm:1,187.676,36.464,26.418,12.000,5.000,151.000,0.000,0.000,6843.481,27.000,132402.000,0,0.000
4,MAX_H89_3_BOTH.tif:dendrite 1:1,4.859,22.513,4.522,19.814,15.143,39.300,0.000,0.000,109.380,21.910,2116.193,0,21.376
5,MAX_H89_3_BOTH.tif:dendrite 1 background:1,4.859,4.265,0.711,4.002,3.091,7.080,0.000,0.000,20.723,4.085,400.931,0,21.376
6,MAX_H89_3_BOTH.tif:dendrite 2:1,0.000,5.000,0.000,5.000,5.000,5.000,9.208,44.219,0.258,5.000,5.000,1,0.000
7,MAX_H89_3_BOTH.tif:dendrite 2 background:1,0.000,6.000,0.000,6.000,6.000,6.000,11.481,46.493,0.310,6.000,6.000,1,0.000
8,MAX_H89_3_BOTH.tif:dendrite 3:1,0.000,5.000,0.000,5.000,5.000,5.000,9.208,44.219,0.258,5.000,5.000,1,0.000
9,MAX_H89_3_BOTH.tif:dendrite 3 background:1,0.000,6.000,0.000,6.000,6.000,6.000,11.481,46.493,0.310,6.000,6.000,1,0.000
10,MAX_H89_3_BOTH.tif:AIS:1,5.427,24.809,7.699,25.183,12.059,53.284,0.000,0.000,134.642,23.629,2604.944,0,23.799
11,MAX_H89_3_BOTH.tif:AIS background:1,5.427,4.371,0.582,4.001,3.088,5.853,0.000,0.000,23.723,4.399,458.974,0,23.799
12,MAX_H89_3_BOTH.tif:axon:1,10.182,27.105,7.160,24.151,12.614,48.852,0.000,0.000,275.993,26.867,5339.687,0,44.702
13,MAX_H89_3_BOTH.tif:axon background:1,10.182,4.380,1.009,4.012,3.061,11.605,0.000,0.000,44.604,4.196,862.952,0,44.702
14,MAX_H89_3_BOTH.tif:growth cone:1,189.072,14.675,8.017,9.000,3.000,69.000,0.000,0.000,2774.669,13.000,53682.000,0,0.000
15,MAX_H89_3_BOTH.tif:growth cone background:1,189.072,4.568,2.214,4.000,3.000,89.000,0.000,0.000,863.589,4.000,16708.000,0,0.000
