 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_DMSO-for-H89_4_GC.tif:growth cone:1,141.468,10.178,5.241,7,3,53,1439.900,9,27858.000
2,MAX_DMSO-for-H89_4_GC.tif:growth cone background:1,141.468,4.229,1.237,4,3,27,598.279,4,11575.000
