 ,Area,Mean,Min,Max,Length,file
1,0.026,26.889,10.439,43.339,0.822,bf9c37aa-bd42-4e72-a323-47409fbb9ea7.tif
2,0.026,28.108,9.015,47.201,0.898,bf9c37aa-bd42-4e72-a323-47409fbb9ea7.tif
3,0.013,34.889,34.889,34.889,0.487,bf9c37aa-bd42-4e72-a323-47409fbb9ea7.tif
4,0.026,22.351,10.263,34.439,1.114,bf9c37aa-bd42-4e72-a323-47409fbb9ea7.tif
5,0.039,19.675,7.692,42.455,1.684,bf9c37aa-bd42-4e72-a323-47409fbb9ea7.tif
6,0.026,20.223,13.951,26.494,0.739,bf9c37aa-bd42-4e72-a323-47409fbb9ea7.tif
7,0.013,39.992,39.992,39.992,0.210,bf9c37aa-bd42-4e72-a323-47409fbb9ea7.tif
8,0.026,23.420,11.284,35.555,1.336,bf9c37aa-bd42-4e72-a323-47409fbb9ea7.tif
9,0.026,24.858,10.210,39.507,1.329,bf9c37aa-bd42-4e72-a323-47409fbb9ea7.tif
10,0.013,41.043,41.043,41.043,0.313,bf9c37aa-bd42-4e72-a323-47409fbb9ea7.tif
11,0.052,16.374,9.306,31.302,3.256,bf9c37aa-bd42-4e72-a323-47409fbb9ea7.tif
12,0.090,18.851,7.790,63.564,6.474,bf9c37aa-bd42-4e72-a323-47409fbb9ea7.tif
13,0.013,55.774,55.774,55.774,0.487,bf9c37aa-bd42-4e72-a323-47409fbb9ea7.tif
14,0.013,45.286,45.286,45.286,0.241,bf9c37aa-bd42-4e72-a323-47409fbb9ea7.tif
