 ,Area,Mean,Min,Max,Length,file
1,0.039,67.145,24.978,138.248,2.339,88cb2439-a6b0-47e4-a5f6-761c1a369b9a.tif
2,0.013,241.743,241.743,241.743,0.343,88cb2439-a6b0-47e4-a5f6-761c1a369b9a.tif
3,0.013,175.630,175.630,175.630,0.285,88cb2439-a6b0-47e4-a5f6-761c1a369b9a.tif
4,0.013,153.929,153.929,153.929,0.309,88cb2439-a6b0-47e4-a5f6-761c1a369b9a.tif
5,0.026,63.948,36.087,91.809,1.393,88cb2439-a6b0-47e4-a5f6-761c1a369b9a.tif
6,0.026,98.227,62.533,133.922,0.578,88cb2439-a6b0-47e4-a5f6-761c1a369b9a.tif
7,0.013,98.155,98.155,98.155,0.277,88cb2439-a6b0-47e4-a5f6-761c1a369b9a.tif
8,0.026,124.300,43.613,204.988,0.613,88cb2439-a6b0-47e4-a5f6-761c1a369b9a.tif
9,0.013,108.602,108.602,108.602,0.272,88cb2439-a6b0-47e4-a5f6-761c1a369b9a.tif
10,0.065,50.972,26.825,92.664,3.845,88cb2439-a6b0-47e4-a5f6-761c1a369b9a.tif
11,0.065,56.905,27.367,125.143,3.847,88cb2439-a6b0-47e4-a5f6-761c1a369b9a.tif
