 ,Area,Mean,Min,Max,Length,file
1,0.052,85.608,17.753,243.813,2.523,e579735a-4ceb-4592-9eff-80416ed19dda.tif
2,0.039,106.604,23.474,227.647,1.699,e579735a-4ceb-4592-9eff-80416ed19dda.tif
3,0.026,165.282,85.668,244.895,0.961,e579735a-4ceb-4592-9eff-80416ed19dda.tif
4,0.052,96.283,68.899,165.513,2.640,e579735a-4ceb-4592-9eff-80416ed19dda.tif
5,0.052,165.279,98.595,234.013,3.127,e579735a-4ceb-4592-9eff-80416ed19dda.tif
6,0.052,131.223,93.164,229.208,2.813,e579735a-4ceb-4592-9eff-80416ed19dda.tif
7,0.013,218.414,218.414,218.414,0.427,e579735a-4ceb-4592-9eff-80416ed19dda.tif
8,0.013,210.939,210.939,210.939,0.332,e579735a-4ceb-4592-9eff-80416ed19dda.tif
9,0.026,156.113,87.837,224.388,0.808,e579735a-4ceb-4592-9eff-80416ed19dda.tif
10,0.026,177.244,103.719,250.769,0.783,e579735a-4ceb-4592-9eff-80416ed19dda.tif
11,0.065,158.650,85.838,253.845,4.230,e579735a-4ceb-4592-9eff-80416ed19dda.tif
12,0.052,168.616,131.938,200.806,2.879,e579735a-4ceb-4592-9eff-80416ed19dda.tif
13,0.013,242.399,242.399,242.399,0.419,e579735a-4ceb-4592-9eff-80416ed19dda.tif
14,0.013,177.747,177.747,177.747,0.284,e579735a-4ceb-4592-9eff-80416ed19dda.tif
15,0.013,227.333,227.333,227.333,0.372,e579735a-4ceb-4592-9eff-80416ed19dda.tif
16,0.013,231.991,231.991,231.991,0.211,e579735a-4ceb-4592-9eff-80416ed19dda.tif
17,0.103,87.843,28.577,216.591,7.045,e579735a-4ceb-4592-9eff-80416ed19dda.tif
18,0.026,141.877,88.695,195.059,0.647,e579735a-4ceb-4592-9eff-80416ed19dda.tif
19,0.026,119.103,57.475,180.732,1.373,e579735a-4ceb-4592-9eff-80416ed19dda.tif
20,0.039,89.797,34.083,161.917,1.803,e579735a-4ceb-4592-9eff-80416ed19dda.tif
21,0.013,205.183,205.183,205.183,0.183,e579735a-4ceb-4592-9eff-80416ed19dda.tif
22,0.013,167.388,167.388,167.388,0.150,e579735a-4ceb-4592-9eff-80416ed19dda.tif
23,0.039,178.977,101.736,254.211,2.193,e579735a-4ceb-4592-9eff-80416ed19dda.tif
