 ,Area,Mean,Min,Max,Length,file
1,0.013,160.510,160.510,160.510,0.363,4ae6e5fb-9814-46a0-aec7-3b70136c6aab.tif
2,0.026,98.200,46.719,149.681,0.894,4ae6e5fb-9814-46a0-aec7-3b70136c6aab.tif
3,0.052,112.836,26.013,187.933,2.739,4ae6e5fb-9814-46a0-aec7-3b70136c6aab.tif
4,0.039,117.471,34.509,217.556,1.764,4ae6e5fb-9814-46a0-aec7-3b70136c6aab.tif
5,0.090,99.148,21.051,243.393,5.671,4ae6e5fb-9814-46a0-aec7-3b70136c6aab.tif
6,0.026,165.969,81.625,250.314,0.606,4ae6e5fb-9814-46a0-aec7-3b70136c6aab.tif
7,0.013,249.043,249.043,249.043,0.488,4ae6e5fb-9814-46a0-aec7-3b70136c6aab.tif
8,0.065,97.797,36.361,197.038,3.965,4ae6e5fb-9814-46a0-aec7-3b70136c6aab.tif
9,0.039,87.858,49.311,156.724,1.982,4ae6e5fb-9814-46a0-aec7-3b70136c6aab.tif
10,0.026,171.123,109.170,233.075,0.624,4ae6e5fb-9814-46a0-aec7-3b70136c6aab.tif
11,0.026,113.652,35.233,192.072,0.747,4ae6e5fb-9814-46a0-aec7-3b70136c6aab.tif
12,0.026,86.360,47.887,124.832,0.538,4ae6e5fb-9814-46a0-aec7-3b70136c6aab.tif
13,0.039,114.803,50.651,180.367,1.926,4ae6e5fb-9814-46a0-aec7-3b70136c6aab.tif
