 ,Area,Mean,Min,Max,Length,file
1,0.026,171.706,96.872,246.541,0.889,41626a69-e3b7-4850-8b2c-bef639bb8c89.tif
2,0.013,177.177,177.177,177.177,0.332,41626a69-e3b7-4850-8b2c-bef639bb8c89.tif
3,0.026,92.093,29.176,155.011,1.124,41626a69-e3b7-4850-8b2c-bef639bb8c89.tif
4,0.026,113.644,55.040,172.248,0.620,41626a69-e3b7-4850-8b2c-bef639bb8c89.tif
5,0.013,150.065,150.065,150.065,0.362,41626a69-e3b7-4850-8b2c-bef639bb8c89.tif
6,0.013,206.805,206.805,206.805,0.301,41626a69-e3b7-4850-8b2c-bef639bb8c89.tif
7,0.013,91.585,91.585,91.585,0.392,41626a69-e3b7-4850-8b2c-bef639bb8c89.tif
8,0.026,138.926,71.857,205.995,1.347,41626a69-e3b7-4850-8b2c-bef639bb8c89.tif
9,0.026,82.781,69.968,95.594,1.306,41626a69-e3b7-4850-8b2c-bef639bb8c89.tif
10,0.026,128.382,42.408,214.356,0.948,41626a69-e3b7-4850-8b2c-bef639bb8c89.tif
