 ,Area,Mean,Min,Max,Length,file
1,0.039,199.619,123.616,248.416,2.386,f9eb3f49-7cba-4beb-bfe8-278052946836.tif
2,0.052,184.306,104.749,245.086,2.798,f9eb3f49-7cba-4beb-bfe8-278052946836.tif
3,0.026,166.692,79.131,254.253,1.356,f9eb3f49-7cba-4beb-bfe8-278052946836.tif
4,0.026,183.128,130.081,236.174,1.335,f9eb3f49-7cba-4beb-bfe8-278052946836.tif
5,0.013,242.991,242.991,242.991,0.350,f9eb3f49-7cba-4beb-bfe8-278052946836.tif
6,0.013,228.831,228.831,228.831,0.453,f9eb3f49-7cba-4beb-bfe8-278052946836.tif
7,0.026,155.019,72.344,237.694,0.629,f9eb3f49-7cba-4beb-bfe8-278052946836.tif
8,0.026,165.800,83.097,248.503,0.998,f9eb3f49-7cba-4beb-bfe8-278052946836.tif
9,0.013,247.831,247.831,247.831,0.329,f9eb3f49-7cba-4beb-bfe8-278052946836.tif
10,0.026,147.959,63.041,232.877,0.691,f9eb3f49-7cba-4beb-bfe8-278052946836.tif
11,0.065,119.342,74.944,206.595,3.999,f9eb3f49-7cba-4beb-bfe8-278052946836.tif
12,0.116,136.967,68.715,233.072,8.259,f9eb3f49-7cba-4beb-bfe8-278052946836.tif
13,0.013,226.391,226.391,226.391,0.436,f9eb3f49-7cba-4beb-bfe8-278052946836.tif
14,0.026,103.235,62.161,144.309,0.546,f9eb3f49-7cba-4beb-bfe8-278052946836.tif
15,0.013,249.972,249.972,249.972,0.241,f9eb3f49-7cba-4beb-bfe8-278052946836.tif
16,0.052,105.906,31.403,159.201,3.175,f9eb3f49-7cba-4beb-bfe8-278052946836.tif
17,0.090,117.509,55.239,237.658,6.037,f9eb3f49-7cba-4beb-bfe8-278052946836.tif
18,0.026,128.342,83.506,173.178,0.689,f9eb3f49-7cba-4beb-bfe8-278052946836.tif
