 ,Area,Mean,Min,Max,Length,file
1,0.039,100.993,35.951,230.661,1.780,ec6fdb81-d733-4635-afd5-bc31396daef0.tif
2,0.052,154.688,46.444,254.320,3.059,ec6fdb81-d733-4635-afd5-bc31396daef0.tif
3,0.052,74.683,29.047,177.538,2.538,ec6fdb81-d733-4635-afd5-bc31396daef0.tif
4,0.013,240.723,240.723,240.723,0.449,ec6fdb81-d733-4635-afd5-bc31396daef0.tif
5,0.013,119.519,119.519,119.519,0.496,ec6fdb81-d733-4635-afd5-bc31396daef0.tif
6,0.026,136.089,81.068,191.110,0.697,ec6fdb81-d733-4635-afd5-bc31396daef0.tif
7,0.013,239.990,239.990,239.990,0.189,ec6fdb81-d733-4635-afd5-bc31396daef0.tif
8,0.026,100.005,54.965,145.046,0.979,ec6fdb81-d733-4635-afd5-bc31396daef0.tif
9,0.013,163.647,163.647,163.647,0.305,ec6fdb81-d733-4635-afd5-bc31396daef0.tif
10,0.026,105.277,52.585,157.970,0.992,ec6fdb81-d733-4635-afd5-bc31396daef0.tif
11,0.026,108.527,46.207,170.847,0.632,ec6fdb81-d733-4635-afd5-bc31396daef0.tif
12,0.013,249.632,249.632,249.632,0.458,ec6fdb81-d733-4635-afd5-bc31396daef0.tif
13,0.013,251.502,251.502,251.502,0.389,ec6fdb81-d733-4635-afd5-bc31396daef0.tif
14,0.013,254.965,254.965,254.965,0.394,ec6fdb81-d733-4635-afd5-bc31396daef0.tif
15,0.013,253.847,253.847,253.847,0.335,ec6fdb81-d733-4635-afd5-bc31396daef0.tif
16,0.026,146.006,38.300,253.713,1.197,ec6fdb81-d733-4635-afd5-bc31396daef0.tif
17,0.013,157.701,157.701,157.701,0.241,ec6fdb81-d733-4635-afd5-bc31396daef0.tif
18,0.013,228.786,228.786,228.786,0.270,ec6fdb81-d733-4635-afd5-bc31396daef0.tif
