 ,Area,Mean,Min,Max,Length,file
1,0.052,66.495,36.153,120.786,3.493,e7133b2a-8396-4499-824b-be1ac161f2fc.tif
2,0.052,68.770,44.729,123.197,2.612,e7133b2a-8396-4499-824b-be1ac161f2fc.tif
3,0.026,110.453,59.567,161.340,0.952,e7133b2a-8396-4499-824b-be1ac161f2fc.tif
4,0.013,125.213,125.213,125.213,0.445,e7133b2a-8396-4499-824b-be1ac161f2fc.tif
5,0.039,86.317,59.204,101.331,1.653,e7133b2a-8396-4499-824b-be1ac161f2fc.tif
6,0.026,80.395,76.303,84.488,1.062,e7133b2a-8396-4499-824b-be1ac161f2fc.tif
7,0.026,98.014,59.138,136.890,1.139,e7133b2a-8396-4499-824b-be1ac161f2fc.tif
8,0.052,88.662,51.231,150.928,2.593,e7133b2a-8396-4499-824b-be1ac161f2fc.tif
9,0.052,50.864,20.042,80.928,2.834,e7133b2a-8396-4499-824b-be1ac161f2fc.tif
10,0.052,124.070,40.826,174.058,2.515,e7133b2a-8396-4499-824b-be1ac161f2fc.tif
11,0.013,181.253,181.253,181.253,0.394,e7133b2a-8396-4499-824b-be1ac161f2fc.tif
12,0.013,93.735,93.735,93.735,0.365,e7133b2a-8396-4499-824b-be1ac161f2fc.tif
13,0.013,104.177,104.177,104.177,0.218,e7133b2a-8396-4499-824b-be1ac161f2fc.tif
14,0.052,91.648,33.941,188.074,2.950,e7133b2a-8396-4499-824b-be1ac161f2fc.tif
15,0.026,105.328,68.657,141.999,1.458,e7133b2a-8396-4499-824b-be1ac161f2fc.tif
16,0.039,98.221,38.327,171.299,2.149,e7133b2a-8396-4499-824b-be1ac161f2fc.tif
17,0.026,102.695,93.241,112.150,0.578,e7133b2a-8396-4499-824b-be1ac161f2fc.tif
18,0.026,113.845,89.645,138.044,0.711,e7133b2a-8396-4499-824b-be1ac161f2fc.tif
19,0.026,137.517,54.918,220.116,1.253,e7133b2a-8396-4499-824b-be1ac161f2fc.tif
20,0.026,105.499,47.302,163.696,1.148,e7133b2a-8396-4499-824b-be1ac161f2fc.tif
21,0.013,163.523,163.523,163.523,0.335,e7133b2a-8396-4499-824b-be1ac161f2fc.tif
22,0.039,125.564,65.948,208.435,2.191,e7133b2a-8396-4499-824b-be1ac161f2fc.tif
23,0.065,100.053,52.233,174.098,3.651,e7133b2a-8396-4499-824b-be1ac161f2fc.tif
24,0.052,84.411,24.847,179.393,2.969,e7133b2a-8396-4499-824b-be1ac161f2fc.tif
25,0.039,97.560,44.077,180.605,2.308,e7133b2a-8396-4499-824b-be1ac161f2fc.tif
26,0.039,108.171,37.543,196.133,1.817,e7133b2a-8396-4499-824b-be1ac161f2fc.tif
27,0.013,82.710,82.710,82.710,0.473,e7133b2a-8396-4499-824b-be1ac161f2fc.tif
28,0.013,131.991,131.991,131.991,0.458,e7133b2a-8396-4499-824b-be1ac161f2fc.tif
29,0.039,81.891,56.612,124.027,2.216,e7133b2a-8396-4499-824b-be1ac161f2fc.tif
30,0.039,90.667,58.907,140.164,1.777,e7133b2a-8396-4499-824b-be1ac161f2fc.tif
31,0.039,111.380,95.237,128.137,2.464,e7133b2a-8396-4499-824b-be1ac161f2fc.tif
32,0.013,189.655,189.655,189.655,0.465,e7133b2a-8396-4499-824b-be1ac161f2fc.tif
33,0.026,138.876,75.560,202.191,1.389,e7133b2a-8396-4499-824b-be1ac161f2fc.tif
34,0.013,105.096,105.096,105.096,0.241,e7133b2a-8396-4499-824b-be1ac161f2fc.tif
35,0.052,102.139,48.468,166.353,2.835,e7133b2a-8396-4499-824b-be1ac161f2fc.tif
