 ,Area,Mean,Min,Max,Length,file
1,0.026,52.762,24.153,81.370,0.658,037ee0ad-043a-44d2-a982-678124a4b4a5.tif
2,0.026,37.768,14.162,61.374,0.965,037ee0ad-043a-44d2-a982-678124a4b4a5.tif
3,0.078,50.009,29.836,96.266,4.691,037ee0ad-043a-44d2-a982-678124a4b4a5.tif
4,0.026,58.306,38.030,78.583,0.568,037ee0ad-043a-44d2-a982-678124a4b4a5.tif
5,0.013,152.147,152.147,152.147,0.360,037ee0ad-043a-44d2-a982-678124a4b4a5.tif
6,0.013,127.811,127.811,127.811,0.241,037ee0ad-043a-44d2-a982-678124a4b4a5.tif
7,0.026,84.618,48.751,120.485,0.546,037ee0ad-043a-44d2-a982-678124a4b4a5.tif
8,0.078,42.314,17.069,163.397,4.563,037ee0ad-043a-44d2-a982-678124a4b4a5.tif
9,0.013,93.059,93.059,93.059,0.241,037ee0ad-043a-44d2-a982-678124a4b4a5.tif
10,0.026,42.642,23.122,62.161,0.723,037ee0ad-043a-44d2-a982-678124a4b4a5.tif
11,0.065,50.900,22.411,83.655,3.596,037ee0ad-043a-44d2-a982-678124a4b4a5.tif
