 ,Area,Mean,Min,Max,Length,file
1,0.052,7.065,3.430,12.288,2.636,b9feb0f1-6756-4fed-9f7b-2ca21b080f10.tif
2,0.026,13.101,5.013,21.188,1.248,b9feb0f1-6756-4fed-9f7b-2ca21b080f10.tif
3,0.013,35.043,35.043,35.043,0.394,b9feb0f1-6756-4fed-9f7b-2ca21b080f10.tif
4,0.026,20.255,7.393,33.118,0.558,b9feb0f1-6756-4fed-9f7b-2ca21b080f10.tif
5,0.026,19.165,9.674,28.656,0.545,b9feb0f1-6756-4fed-9f7b-2ca21b080f10.tif
6,0.013,33.929,33.929,33.929,0.279,b9feb0f1-6756-4fed-9f7b-2ca21b080f10.tif
7,0.026,10.251,6.495,14.008,0.642,b9feb0f1-6756-4fed-9f7b-2ca21b080f10.tif
8,0.013,19.995,19.995,19.995,0.316,b9feb0f1-6756-4fed-9f7b-2ca21b080f10.tif
9,0.026,6.493,3.777,9.209,1.116,b9feb0f1-6756-4fed-9f7b-2ca21b080f10.tif
10,0.013,10.641,10.641,10.641,0.316,b9feb0f1-6756-4fed-9f7b-2ca21b080f10.tif
11,0.013,33.750,33.750,33.750,0.274,b9feb0f1-6756-4fed-9f7b-2ca21b080f10.tif
12,0.013,23.865,23.865,23.865,0.338,b9feb0f1-6756-4fed-9f7b-2ca21b080f10.tif
13,0.013,28.441,28.441,28.441,0.244,b9feb0f1-6756-4fed-9f7b-2ca21b080f10.tif
14,0.026,13.196,6.359,20.032,0.706,b9feb0f1-6756-4fed-9f7b-2ca21b080f10.tif
