 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,SUM_18c22fbd-2130-4c6a-8e67-60e393e4bb3f.tif:cell body:1,223.495,118.292,14.907,105.986,102.000,259.000,0.000,0.000,26437.663,113.000,511494.000,0,0.000
2,SUM_18c22fbd-2130-4c6a-8e67-60e393e4bb3f.tif:nucleus:1,65.643,114.759,11.317,105.998,102.000,191.000,0.000,0.000,7533.091,111.000,145744.000,0,0.000
3,SUM_18c22fbd-2130-4c6a-8e67-60e393e4bb3f.tif:cytoplasm:1,157.853,119.761,15.939,105.986,102.000,259.000,0.000,0.000,18904.572,115.000,365750.000,0,0.000
4,SUM_18c22fbd-2130-4c6a-8e67-60e393e4bb3f.tif:dendrite 1:1,5.169,108.874,4.030,104.760,102.217,118.694,0.000,0.000,562.738,108.083,10887.395,0,22.662
5,SUM_18c22fbd-2130-4c6a-8e67-60e393e4bb3f.tif:dendrite 1 background:1,5.169,102.064,0.200,102.002,102.000,103.114,0.000,0.000,527.540,102.000,10206.406,0,22.662
6,SUM_18c22fbd-2130-4c6a-8e67-60e393e4bb3f.tif:dendrite 2:1,1.809,104.461,2.070,102.090,102.077,108.738,0.000,0.000,188.975,103.599,3656.135,0,7.830
7,SUM_18c22fbd-2130-4c6a-8e67-60e393e4bb3f.tif:dendrite 2 background:1,1.809,102.014,0.059,102.001,102.000,102.285,0.000,0.000,184.549,102.000,3570.500,0,7.830
8,SUM_18c22fbd-2130-4c6a-8e67-60e393e4bb3f.tif:dendrite 3:1,0.000,102.000,0.000,102.000,102.000,102.000,26.486,85.710,5.272,102.000,102.000,1,0.000
9,SUM_18c22fbd-2130-4c6a-8e67-60e393e4bb3f.tif:dendrite 3 background:1,0.000,102.000,0.000,102.000,102.000,102.000,28.760,87.984,5.272,102.000,102.000,1,0.000
10,SUM_18c22fbd-2130-4c6a-8e67-60e393e4bb3f.tif:AIS:1,7.133,111.830,5.716,108.705,106.159,154.441,0.000,0.000,797.667,110.568,15432.592,0,31.291
11,SUM_18c22fbd-2130-4c6a-8e67-60e393e4bb3f.tif:AIS background:1,7.133,102.058,0.295,102.006,102.000,104.926,0.000,0.000,727.960,102.000,14083.959,0,31.291
12,SUM_18c22fbd-2130-4c6a-8e67-60e393e4bb3f.tif:axon:1,22.174,107.566,4.770,104.074,102.001,144.465,0.000,0.000,2385.155,106.519,46145.996,0,97.396
13,SUM_18c22fbd-2130-4c6a-8e67-60e393e4bb3f.tif:axon background:1,22.174,102.115,0.546,102.012,102.000,108.299,0.000,0.000,2264.266,102.000,43807.144,0,97.396
14,SUM_18c22fbd-2130-4c6a-8e67-60e393e4bb3f.tif:growth cone:1,25.482,105.049,3.687,103.025,102.000,123.000,0.000,0.000,2676.825,103.000,51789.000,0,0.000
15,SUM_18c22fbd-2130-4c6a-8e67-60e393e4bb3f.tif:growth cone background:1,25.482,102.006,0.078,102.002,102.000,103.000,0.000,0.000,2599.295,102.000,50289.000,0,0.000
