 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,SUM_9ec25c24-7838-45e6-8720-d06af7eecbe4.tif:growth cone:1,14.834,133.178,29.766,111.152,102,244,1975.586,123,38222.000
2,SUM_9ec25c24-7838-45e6-8720-d06af7eecbe4.tif:growth cone background:1,14.834,105.725,3.528,105.002,102,131,1568.343,105,30343.000
