 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,SUM_dadf88f2-6772-4f38-9f69-eaa7ec3fd88e.tif:growth cone:1,17.419,111.264,12.051,115.900,90,179,1938.061,111,37496
2,SUM_dadf88f2-6772-4f38-9f69-eaa7ec3fd88e.tif:growth cone background:1,17.419,108.243,6.518,107.979,90,125,1885.444,109,36478
