 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,SUM_44cfc3e9-2ffe-4d25-8e82-4c313c6cc4ed.tif:cell body:1,135.782,148.609,32.546,128.344,114.000,546.000,0.000,0.000,20178.505,137.000,390397.000,0,0.000
2,SUM_44cfc3e9-2ffe-4d25-8e82-4c313c6cc4ed.tif:nucleus:1,77.272,156.555,34.175,129.568,117.000,546.000,0.000,0.000,12097.375,146.000,234050.000,0,0.000
3,SUM_44cfc3e9-2ffe-4d25-8e82-4c313c6cc4ed.tif:cytoplasm:1,58.510,138.116,26.889,120.791,114.000,297.000,0.000,0.000,8081.129,128.000,156347.000,0,0.000
4,SUM_44cfc3e9-2ffe-4d25-8e82-4c313c6cc4ed.tif:dendrite 1:1,1.602,124.238,4.750,119.392,116.869,135.588,0.000,0.000,199.067,123.914,3851.392,0,7.007
5,SUM_44cfc3e9-2ffe-4d25-8e82-4c313c6cc4ed.tif:dendrite 1 background:1,1.602,115.752,1.057,115.148,114.180,118.278,0.000,0.000,185.470,115.750,3588.316,0,7.007
6,SUM_44cfc3e9-2ffe-4d25-8e82-4c313c6cc4ed.tif:dendrite 2:1,0.000,116.000,0.000,116.000,116.000,116.000,77.412,40.354,5.996,116.000,116.000,1,0.000
7,SUM_44cfc3e9-2ffe-4d25-8e82-4c313c6cc4ed.tif:dendrite 2 background:1,0.000,114.000,0.000,114.000,114.000,114.000,79.685,42.628,5.892,114.000,114.000,1,0.000
8,SUM_44cfc3e9-2ffe-4d25-8e82-4c313c6cc4ed.tif:dendrite 3:1,0.000,116.000,0.000,116.000,116.000,116.000,77.412,40.354,5.996,116.000,116.000,1,0.000
9,SUM_44cfc3e9-2ffe-4d25-8e82-4c313c6cc4ed.tif:dendrite 3 background:1,0.000,114.000,0.000,114.000,114.000,114.000,79.685,42.628,5.892,114.000,114.000,1,0.000
10,SUM_44cfc3e9-2ffe-4d25-8e82-4c313c6cc4ed.tif:AIS:1,3.566,161.366,17.229,161.362,132.634,216.682,0.000,0.000,575.499,159.250,11134.282,0,15.472
11,SUM_44cfc3e9-2ffe-4d25-8e82-4c313c6cc4ed.tif:AIS background:1,3.566,115.473,1.018,114.010,114.000,119.133,0.000,0.000,411.823,115.350,7967.608,0,15.472
12,SUM_44cfc3e9-2ffe-4d25-8e82-4c313c6cc4ed.tif:axon:1,14.834,159.582,17.184,156.245,122.066,210.897,0.000,0.000,2367.279,156.470,45800.161,0,65.139
13,SUM_44cfc3e9-2ffe-4d25-8e82-4c313c6cc4ed.tif:axon background:1,14.834,116.259,3.043,115.468,114.000,138.238,0.000,0.000,1724.604,115.634,33366.212,0,65.139
14,SUM_44cfc3e9-2ffe-4d25-8e82-4c313c6cc4ed.tif:growth cone:1,19.900,134.758,15.524,122.936,114.000,189.000,0.000,0.000,2681.632,130.000,51882.000,0,0.000
15,SUM_44cfc3e9-2ffe-4d25-8e82-4c313c6cc4ed.tif:growth cone background:1,19.900,115.153,1.371,114.016,114.000,122.000,0.000,0.000,2291.498,115.000,44334.000,0,0.000
